,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
32851,24.096,844.73303,TG 50:4|TG 14:0_18:2_18:2,[M+NH4]+,,0.118,TRUE,9.61,844.73889,C53H94O6,TG,UVOGHPPAYFAQIT-ZBTSZJFVNA-N,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,35.8,66,100,592.95,SXY_FDUhhuang_283_pos,844.73303:270441 845.73638:222668 846.73974:72971,107.08102:40 109.09512:81 119.08252:35 123.11307:81 133.10312:40 147.12689:40 157.10349:81 165.16241:81 175.15079:81 184.07668:121 187.1422:35 211.19942:40 235.21536:81 245.22287:121 261.21304:81 263.23026:344 319.25021:40 335.25195:35 337.27386:202 405.30386:35 539.50372:81 545.45685:353 545.70258:81 547.46375:7260 549.47443:121 571.44885:40 573.48621:1750 574.46759:40 599.50122:3383 601.51917:161 785.76416:35 809.69891:121 821.69037:40 821.76678:161 827.71307:1107 827.74133:160 844.64075:159 844.68964:187 844.71411:851 844.75897:4777 844.8446:4237 844.8609:5322,436086,11076716,808397,3033590,2558926,644357,14101263,679112,23037944,117373,1235714,455723,1777568,2593743,1044885,3525047,53564,3951765.106,6272129.113
33143,24.135,849.69092,TG 50:4|TG 14:0_18:2_18:2,[M+Na]+,,0.176,TRUE,9.61,849.69427,C53H94O6,TG,UVOGHPPAYFAQIT-ZBTSZJFVNA-N,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,55.9,76.5,100,4.82,SXY_FDUhhuang_433_pos,849.69092:42685 850.69427:28611 851.69763:14412,102.12804:1593 103.13138:121 111.11572:35 547.48273:81 550.49353:81 564.32434:35 569.43799:121 575.5166:121 576.48627:81 577.50391:81 604.52985:81 621.48608:81 748.75269:40 762.73633:81 791.1864:35 831.77679:81 832.78448:121 837.80792:202 847.04657:81 849.43268:81 849.68207:3402 849.69843:5362 849.78839:3172 849.86609:153 849.89062:240,32795,115975,4348,41698,14855,193054,134924,54608,445407,10444,116236,1336,17926,24228,43461,29536,11247,76004.6859,109704.5835
32734,23.831,842.70746,TG 50:5|TG 14:0_18:2_18:3,[M+NH4]+,ion correlated with 34331; found in higher mz's MsMs_32742,0.647,TRUE,9.24,842.72321,C53H92O6,TG,BVZCCLFFAYZNFZ-ZBLLSRFYNA-N,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,60.2,81.4,100,62.54,SXY_FDUhhuang_429_pos,842.71863:284666 843.72198:257304 844.72534:98182,102.12834:162 102.14252:40 107.08082:121 109.09933:121 119.08237:121 121.09158:40 121.10239:121 123.11916:81 133.09331:40 133.09654:81 137.12733:81 145.10048:40 155.13858:35 163.14403:81 177.0945:40 201.15504:40 209.19633:35 241.18698:81 243.20422:81 243.2086:162 259.21088:40 261.22037:202 263.23761:162 281.21005:35 285.23529:121 299.23456:81 317.25647:81 335.26056:40 431.38965:40 441.31763:81 497.43045:81 521.44196:40 523.47168:162 537.47778:40 543.42957:202 545.44922:4149 547.46924:5847 549.47662:81 571.45117:201 571.47131:419 573.48523:81 575.53967:81 597.48242:3302 599.48663:425 599.5072:607 601.4942:40 601.53894:161 755.61462:81 800.68665:35 807.68427:202 807.85968:81 825.68427:1018 837.82159:121 842.5954:1243 842.66461:188 842.71759:3279 842.77051:1038 842.82349:2411 842.94562:80,880535,1334836,85933,512246,61668,5294070,3665780,984109,4019357,53390,4851134,51328,81425,891789,1300190,600548,43401,1453631.637,1800897.45
32607,23.516,840.70782,TG 50:6|TG 16:0_16:3_18:3,[M+NH4]+,,0.118,TRUE,8.88,840.70758,C53H90O6,TG,MEKILYGVGPAHHE-MLOMIDEENA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/CC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,17,45,100,11.59,SXY_FDUhhuang_429_pos,840.70782:76622 841.71117:45508 842.71453:80799,102.1269:722 103.13165:81 107.08804:40 123.11289:81 159.10547:40 171.11403:81 219.16513:162 221.11331:81 239.23447:81 450.31891:35 483.36417:81 511.40631:121 519.42883:161 537.4809:40 539.42426:81 541.41687:81 543.42944:121 545.4425:81 545.50146:81 547.47241:162 547.49207:81 549.48633:544 551.50067:578 552.49933:81 553.50549:121 561.46149:35 566.46863:121 567.45734:579 567.48407:334 573.50854:81 595.44373:81 627.86627:35 635.58795:121 739.65021:81 753.61438:81 805.69983:121 815.88568:40 823.65369:81 840.65796:288 840.67834:600 840.7312:687 840.78003:244 840.80847:1582 840.84509:1019,179314,166510,11495,183488,49272,404083,1262675,60853,358717,218687,72740,6324,65498,208743,332490,19978,9361,212366.3856,299111.4842
34211,24.154,866.80865,TG 51:0|TG 16:0_16:0_19:0,[M+NH4]+,ion correlated with 39107; ion correlated with 38354,0.118,TRUE,11.64,866.81714,C54H104O6,TG,JXRZTFICERJVOK-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.2,51.8,78.5,100,699.39,SXY_FDUhhuang_429_pos,866.80865:366660 867.812:502459 868.81536:260907,102.11968:40 102.12535:342 103.13865:121 105.06805:404 107.08211:412 109.09769:4028 111.0818:202 113.09423:121 115.07054:81 116.14599:35 119.08065:202 121.09756:1395 123.11585:1684 125.0959:121 125.13199:202 127.11072:162 133.09958:1416 135.114:346 137.09262:161 137.13205:1454 139.10715:81 139.12535:81 141.12636:236 147.1147:202 149.12762:161 151.11282:202 153.13199:121 155.10165:161 155.11388:121 155.14009:383 161.12711:202 163.14378:758 165.12253:161 165.15678:335 165.1748:40 169.1158:40 175.10976:40 175.14874:464 177.15958:121 179.14056:121 179.17436:121 189.16057:386 189.17987:161 193.15405:81 203.17328:81 209.1534:40 219.20224:81 221.22362:202 235.23259:40 239.23634:4313 245.22292:2791 247.08492:81 253.24643:81 257.24475:81 263.23492:8574 279.22766:40 281.24493:1095 299.25595:202 307.11621:35 313.26822:7414 317.9585:35 319.26059:161 319.2681:121 337.27686:1979 346.04886:40 353.25983:121 355.27182:81 437.34161:40 449.93741:81 451.36981:10090 453.35693:305 465.38037:693 465.87683:81 467.36774:14517 479.4054:393 481.37628:121 490.42734:35 493.42984:81 495.39807:350 509.44067:40 547.47168:423 549.47247:162 549.71259:391 549.7356:265 549.78821:121 551.5:95959 552.50195:121 553.05603:81 565.47339:201 573.63214:121 573.68256:81 575.49841:82640 576.47815:81 577.08795:81 578.16681:81 579.49323:81 579.52698:359 579.55737:161 591.58447:161 593.5036:75286 594.16339:81 594.56012:81 599.49945:81 603.52142:202 609.474:35 621.51227:40 621.54724:202 694.57147:35 723.61786:81 813.71436:121 831.69611:80 831.72443:201 831.77295:201 844.83936:121 848.7337:81 849.75574:4670 851.12213:81 863.94318:81 866.67084:268 866.70386:342 866.77405:30630 866.9021:118,51870,199205,16759,35256,54733,63433,3054418,91646,41630,365406,66411,49196,36746,357885,358798,121691,105706,298281.812,720351.4406
34208,26.31,866.8031,TG 51:0|TG 16:0_17:0_18:0,[M+NH4]+,found in higher mz's MsMs_34209,0.529,TRUE,11.64,866.81714,C54H104O6,TG,YVLSJEQNDDKMQI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,48.8,64.4,100,95.42,SXY_FDUhhuang_450_pos,866.81421:22922 867.81756:16179 868.82092:7135,137.13449:35 557.25299:35 565.50922:202 579.49902:40 579.52942:202 593.52313:40 593.54364:587 607.53162:40 607.56964:162 621.57056:81 850.78827:81 866.72198:121 866.80463:200 866.85004:508 866.8996:80,154707,499769,264961,364358,32249,544915,1245551,29993,768431,206165,2573364,469170,223935,421493,592892,138684,202277,513700.8812,610103.2259
34209,26.27,866.80396,TG 51:0|TG 16:0_17:0_18:0,[M+NH4]+,ion correlated with 30178,0.294,TRUE,11.64,866.81714,C54H104O6,TG,YVLSJEQNDDKMQI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.8,98.9,45.6,56.2,100,40.72,SXY_FDUhhuang_429_pos,866.80396:59704 867.80731:47227 868.81067:23791,102.12668:662 467.41586:35 521.01794:35 551.49622:121 551.539:40 565.52625:682 579.50281:40 579.53662:442 583.44037:35 593.54413:890 607.55981:121 635.60077:81 765.6759:81 793.7373:40 832.88116:40 836.77631:81 866.74854:410 866.83527:2223,167926,105998,190443,376264,49327,544915,1105104,55139,127401,179671,533655,183987,79814,176646,566505,20257,187529,273563.5958,277256.6804
34511,23.478,871.75696,TG 51:0|TG 16:0_17:0_18:0,[M+Na]+,ion correlated with 32918; ion correlated with 36224; found in higher mz's MsMs_35532; found in higher mz's MsMs_35519,0.176,TRUE,11.64,871.77252,C54H104O6,TG,YVLSJEQNDDKMQI-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,42.8,65.7,100,292.25,SXY_FDUhhuang_439_pos,871.75934:168427 872.76269:204314 873.76605:74634,103.04837:40 105.06894:202 107.0859:357 109.09859:202 121.09847:202 123.11521:81 125.09367:40 133.09566:162 135.07906:40 135.11493:202 141.08896:40 147.11053:121 149.12514:121 151.11032:202 161.13161:202 161.15298:40 163.14653:121 171.11476:81 179.14339:1409 185.13531:121 189.12294:81 191.15208:40 193.19986:35 207.15067:81 231.21452:81 235.15395:40 235.1647:81 239.23077:81 241.18755:121 259.19785:40 259.20688:202 265.254:81 275.19724:162 277.21158:7986 292.21747:35 295.22513:645 313.27408:162 335.29175:40 339.267:81 339.29025:202 347.28775:35 351.23599:80 351.24652:886 351.27017:199 509.38428:40 517.42285:40 575.48541:40 575.66376:81 577.51648:6808 579.53424:121 581.60962:35 587.46698:121 589.47821:12340 590.47998:81 591.48602:121 601.51776:40 613.49493:40 615.5014:17356 616.49371:81 647.80109:35 853.70642:81 857.7608:81 857.88:81 871.64594:76 871.73706:9687 871.86963:384,23252,1939310,2433,30282,15532,28455,51596,192599,9046,1992429,1725,1205,36290,320381,809099,1055674,34587,384935.0027,667473.1616
34075,25.696,864.79083,TG 51:1|TG 16:0_17:0_18:1,[M+NH4]+,,0.235,TRUE,11.14,864.80145,C54H102O6,TG,RHDRMOUSDQDVCE-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,64.2,78.9,100,433.1,SXY_FDUhhuang_433_pos,864.79083:454331 865.79418:399142 866.79754:176795,102.12638:2289 102.13772:159 107.08028:81 109.10173:162 119.08035:40 123.1109:121 125.14898:121 135.11867:81 149.09323:40 151.14374:40 155.17494:35 239.23032:121 247.24205:81 253.25148:121 265.24918:162 304.05432:35 313.26431:81 319.20154:35 417.38394:81 527.52252:35 549.47565:40 551.48669:668 563.50684:950 563.70001:81 565.51001:8576 577.51941:7896 579.51355:121 579.52368:326 579.56421:161 589.63116:81 591.52661:9170 593.53796:121 600.89844:35 605.54633:1237 649.6629:35 750.74835:35 763.66077:81 777.84491:81 846.77515:161 846.84863:121 847.78375:161 847.84503:121 864.62573:160 864.67523:78 864.70825:1362 864.74127:1830 864.8114:10445,1390577,4800132,358876,245498,52061,5436277,517824,361368,5458848,640561,3980491,302457,513131,733284,1455267,1753584,531058,1678311.362,1930919.475
34077,25.648,864.79456,TG 51:1|TG 16:0_17:0_18:1,[M+NH4]+,,0.588,TRUE,11.14,864.80145,C54H102O6,TG,RHDRMOUSDQDVCE-RFBIWTDZNA-N,CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,71.9,88,100,225.32,SXY_FDUhhuang_428_pos,864.79456:358467 865.79791:324470 866.80127:183406,102.1248:3242 103.12813:162 103.93746:40 109.0957:81 109.09863:202 113.11161:40 116.13792:121 121.09553:81 123.11069:81 137.13326:162 149.13065:81 153.12292:81 167.17453:40 225.2099:81 239.24068:121 253.24651:40 265.23721:81 313.27112:81 341.34216:40 467.32361:81 507.44949:81 535.47406:162 551.4953:81 563.49225:832 563.53552:120 565.51874:4616 577.51813:6197 579.52234:341 591.5321:7289 592.51855:81 593.53662:239 605.5484:703 619.54022:40 718.6521:35 763.66284:161 763.69:202 777.65137:81 777.71393:81 806.69836:81 825.88043:35 836.77295:40 843.7265:81 846.7323:81 847.7041:81 847.82257:81 864.57831:121 864.66498:158 864.6897:475 864.79285:3778 864.90833:120,1680871,4834153,389733,1390575,544165,4931914,3966418,3335503,5895161,692075,3710811,419328,487219,1447638,1455267,1927901,596730,2217968.289,1834222.369
33949,25.124,862.77606,TG 51:2|TG 16:0_17:1_18:1,[M+NH4]+,found in higher mz's MsMs_33954,0.824,TRUE,10.65,862.78583,C54H100O6,TG,QLIUVBJPQMDRHV-IFNXDHGUNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,72,88.1,100,859.44,SXY_FDUhhuang_430_pos,862.78253:606647 863.78588:570054 864.78924:180634,102.12359:162 107.07883:40 109.09439:40 109.10025:202 111.11395:202 116.14408:40 121.11568:121 123.11076:121 123.12321:81 125.12999:121 133.10236:35 135.11028:81 137.12994:121 147.11591:40 151.14508:121 153.14014:81 163.14322:121 204.12949:81 221.2291:40 233.2265:81 239.22899:81 239.23767:162 251.22923:121 263.23401:40 265.24985:838 265.27954:80 299.25732:40 313.26959:121 325.26306:40 327.28513:81 339.28043:121 494.48813:81 537.48157:81 549.48041:202 561.46539:40 561.69476:121 563.50153:15926 565.50134:384 565.51807:486 575.49969:2505 577.51056:9075 589.5199:8887 590.50128:81 591.52094:1898 603.49512:39 603.52271:2524 617.5365:40 617.54346:121 827.74921:81 844.86078:121 845.75806:161 845.85187:283 862.71582:146 862.77765:6387 862.88068:194 862.92603:121,3305388,9251833,1003011,1875146,227813,3513483,7352010,5846281,11449220,1090570,1720092,663586,1520049,2272582,1366376,7630296,1063584,3597136.454,3410186.232
33950,25.079,862.78009,TG 51:2|TG 16:0_17:1_18:1,[M+NH4]+,found in higher mz's MsMs_33954,0.176,TRUE,10.65,862.78583,C54H100O6,TG,QLIUVBJPQMDRHV-IFNXDHGUNA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,63.6,78,100,622.11,SXY_FDUhhuang_429_pos,862.78009:716940 863.78344:613814 864.7868:199826,102.12234:202 107.08338:81 109.09751:202 111.11562:121 116.15487:40 121.10354:121 123.11565:162 133.09775:40 135.11215:162 137.13019:121 149.13423:81 161.1304:35 179.19096:40 205.18748:81 209.15103:35 235.23866:40 239.23811:81 247.23889:81 251.22969:121 265.25034:729 288.28458:35 299.25302:81 313.29501:121 339.27332:40 339.27847:121 549.48474:202 559.65967:35 561.47314:81 561.68585:81 563.50262:19517 565.52246:1809 566.51703:81 575.50757:2107 575.53784:194 577.51501:6982 589.51422:10640 591.52893:857 591.58008:120 603.52386:6361 617.57251:81 729.65948:35 775.68005:81 824.8031:81 844.81348:81 845.76379:201 845.83722:201 860.00018:81 862.68457:117 862.78345:13303 862.8988:372 862.96063:80,501610,9308872,973543,2011325,1428998,3856945,7716916,656564,1876559,1030398,1369985,158714,268541,402658,1099766,7876838,1016016,2444367.493,2939300.909
33828,24.734,860.76599,TG 51:3|TG 15:0_18:1_18:2,[M+NH4]+,,0.765,TRUE,10.28,860.77014,C54H98O6,TG,AFUGNQFGFOCTMS-FBSASISJNA-N,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,63,80.7,100,201.1,SXY_FDUhhuang_433_pos,860.76599:1174532 861.76934:1078907 862.7727:400275,101.80493:81 102.12508:1154 105.06923:40 107.08621:162 107.10363:40 109.09746:886 111.11263:121 116.13975:40 121.09895:202 121.11284:202 123.1157:249 125.13342:81 131.08414:40 135.11392:202 137.13364:162 145.06477:35 149.12936:202 149.14992:81 161.129:81 165.16052:121 175.14896:81 225.21901:202 233.21945:81 239.23058:121 243.20901:35 245.2281:618 247.23129:121 251.22652:81 251.23096:162 257.22989:35 263.23132:1793 265.24716:202 279.21939:35 299.24509:40 299.25479:202 311.25919:35 313.26962:162 319.25705:162 321.27298:35 335.2514:40 337.27335:162 339.28845:202 401.36539:40 507.37534:35 547.46887:121 551.49719:81 559.66443:81 561.48456:15702 561.69733:121 561.74725:81 563.50415:25460 564.53693:81 565.50732:81 573.4917:911 575.49908:10527 577.53015:161 585.6394:121 587.49786:8811 589.49554:157 589.50916:1914 599.5827:81 601.51135:16935 602.51642:81 603.53265:453 615.50549:40 626.39459:35 773.74304:121 825.7099:161 843.70905:118 843.73352:1899 843.8598:81 849.80365:121 858.03107:161 860.6095:81 860.77411:21176 860.87701:1205,2186310,7546620,519170,1274024,149087,2220464,5199988,3365759,9550865,543287,1815792,434798,846660,1197450,1272423,2825198,376999,2430876.212,2662039.697
33829,24.673,860.76721,TG 51:3|TG 15:0_18:1_18:2,[M+NH4]+,found in higher mz's MsMs_33833,0.118,TRUE,10.28,860.77014,C54H98O6,TG,AFUGNQFGFOCTMS-FBSASISJNA-N,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,60.5,79.2,100,251.6,SXY_FDUhhuang_429_pos,860.76721:585214 861.77056:511152 862.77392:199774,102.12518:161 103.13278:35 107.08193:81 109.10338:202 121.09274:40 135.13661:81 142.07764:35 161.13931:81 183.05177:35 215.14583:35 239.22943:81 245.22472:162 249.22588:40 263.23221:1298 265.24805:121 299.25302:81 299.28458:81 313.27017:121 319.28012:81 325.27377:81 337.26083:81 337.27374:121 339.28622:202 541.50995:35 561.48645:9287 561.69257:81 563.49933:10031 572.29138:35 573.49011:318 575.49408:3574 577.51166:161 587.50635:4490 589.5108:1684 601.50946:6557 602.41125:81 603.52734:202 615.52783:81 787.80762:121 825.71796:81 843.74957:664 843.79852:120 857.9856:81 860.76971:10353 860.8808:707,330632,1235480,558560,1267581,1150818,110415,5211122,251804,1108931,73964,119207,77091,830228,174224,195264,2903994,66579,921523.2031,1325813.333
33733,24.372,858.74243,TG 51:4|TG 15:0_18:2_18:2,[M+NH4]+,,0.706,TRUE,9.91,858.75452,C54H96O6,TG,MIHLTJZHRJACQQ-YBQWMRSQNA-N,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,38.1,73.6,100,84.84,SXY_FDUhhuang_429_pos,858.74811:207431 859.75146:186402 860.75482:67214,102.12548:202 116.1416:35 133.09651:40 133.10461:40 137.13223:81 145.01428:35 157.15796:35 182.1178:40 184.07294:121 245.21445:40 257.21808:40 263.23071:81 299.2442:121 319.25848:40 337.27472:81 559.45221:81 559.46881:162 561.48474:4913 563.51093:121 567.50415:35 573.4649:40 573.46826:121 575.48901:81 585.46631:121 587.49786:550 587.52167:121 599.50366:3103 599.55859:78 601.52155:669 604.56:35 744.12079:35 823.70605:81 841.71991:634 841.76471:161 847.77875:81 858.68677:192 858.76489:2691 858.81012:1652 858.8512:1475 858.87177:3163,769049,2576192,170115,438509,66335,908887,2221172,926302,3231335,165705,1245552,91873,216842,383277,772371,635193,63839,875444.142,944376.7319
35373,23.927,885.78113,TG 52:0|TG 16:0_16:0_20:0,[M+Na]+,ion correlated with 33226,0.118,TRUE,11.94,885.78815,C55H106O6,TG,YDZWEVBRICYXOV-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,40.2,92.3,100,134.59,SXY_FDUhhuang_464_pos,885.784:43560 886.78735:35344 887.79071:11671,528.24139:35 555.50018:81 573.51483:121 589.50543:40 629.49487:40 629.53357:803 867.75659:81 870.89178:81 885.75073:335 885.77576:1106 885.83008:565 885.89685:1838,29004,2861204,1853,8698,7575,45394,85444,633801,54368,6159164,19266,5807,7593,592914,1230978,593376,21461,726935.3276,1576651.356
35107,26.631,880.82288,TG 52:0|TG 16:0_18:0_18:0,[M+NH4]+,found in higher mz's MsMs_35114; found in higher mz's MsMs_35119,0.765,TRUE,11.94,880.83276,C55H106O6,TG,SDNYRTVJOFMYIW-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,73.5,77,100,1322.77,SXY_FDUhhuang_197_pos,880.82513:436501 881.82848:375261 882.83184:78185,123.1067:40 123.11449:162 137.13062:81 239.22586:121 267.25867:202 267.26556:329 313.27365:81 551.4942:632 574.7356:35 577.67871:81 579.52789:27533 580.52454:81 605.59534:81 607.5578:12222 635.57397:40 635.59521:121 649.61682:81 663.65771:81 804.73267:121 863.82074:121 878.03314:81 880.75378:464 880.79547:1043 880.83295:9838 880.9245:580 881.06195:81,319541,3792469,2412235,3939924,119377,11536613,7549486,22961,7406118,2009532,13869411,2615130,2862884,2741112,2603977,2062531,1604254,3968679.697,3917740.775
35108,26.568,880.82623,TG 52:0|TG 16:0_18:0_18:0,[M+NH4]+,found in higher mz's MsMs_35114,0.176,TRUE,11.94,880.83276,C55H106O6,TG,SDNYRTVJOFMYIW-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,98.9,62.6,69.7,100,1176.18,SXY_FDUhhuang_191_pos,880.83191:185801 881.83526:160092 882.83862:48860,101.05585:17 109.09422:40 123.11225:20 123.11848:40 132.07339:17 177.18172:17 239.22989:20 239.26027:40 267.26077:61 519.41095:17 537.51483:17 551.47577:40 551.50214:81 565.50897:20 574.54199:17 577.65997:40 579.52936:9477 580.52942:40 593.56421:40 607.55597:4528 608.573:61 617.58667:17 633.58978:20 635.57581:61 846.88788:40 862.83893:40 863.72925:40 863.79108:61 863.88177:61 868.86981:101 877.97839:40 879.61273:40 880.70312:79 880.76971:1558 880.84052:6303 880.96124:156,2232926,545595,2366145,4161463,1701294,1266529,7987462,75782,788278,318676,1824680,2757524,3030851,378695,458521,228148,326969,1791149.254,1989333.593
35109,26.389,880.82953,TG 52:0|TG 16:0_18:0_18:0,[M+NH4]+,ion correlated with 21092,0.059,TRUE,11.94,880.83276,C55H106O6,TG,SDNYRTVJOFMYIW-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99,81.5,81.4,100,3418.7,SXY_FDUhhuang_430_pos,880.82953:740994 881.83288:603031 882.83624:202822,102.12651:456 102.13786:40 107.08183:20 109.09888:465 111.11552:113 113.13124:40 123.11554:555 125.13324:40 135.09572:20 137.13005:101 137.15634:20 139.1465:61 151.1452:61 155.18512:17 167.17442:61 217.19373:17 227.17995:40 239.23137:459 245.11464:20 249.2522:81 256.2775:40 264.26172:17 267.26215:825 313.25992:20 313.27234:61 329.30612:17 341.2966:81 470.36761:17 495.43735:61 521.45898:17 523.47589:40 551.47211:20 551.50177:882 577.66614:226 579.49841:302 579.53558:46112 580.41394:61 580.57281:40 583.10052:40 593.54987:61 605.61694:81 607.56213:20790 608.55841:40 621.58051:81 635.59607:81 635.63141:40 658.75275:17 779.76746:40 783.8703:17 845.89752:40 863.77588:40 877.98785:40 880.72095:59 880.76257:221 880.82916:11396 880.93329:77 881.31219:40,92639,63146,49631,90880,116796,342981,153546,6312826,210552,40325,259832,49054,45190,179187,68637,32171,44551,479526.0358,1505793.114
35372,23.989,885.77856,TG 52:0|TG 16:0_18:0_18:0,[M+Na]+,ion correlated with 35913; ion correlated with 37447; found in higher mz's MsMs_37447; found in higher mz's MsMs_37443; found in higher mz's MsMs_35376,0.235,TRUE,11.94,885.78815,C55H106O6,TG,SDNYRTVJOFMYIW-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,70.6,87.7,100,315.89,SXY_FDUhhuang_197_pos,885.78186:239138 886.78521:209726 887.78857:80982,109.0938:40 109.09819:81 121.09658:121 131.0768:40 133.09857:40 149.13345:81 157.09868:40 163.14275:81 173.12804:121 185.1123:40 191.17528:81 251.14455:81 261.26422:81 275.26971:81 279.25238:81 305.2496:81 305.30844:40 339.28577:81 341.29388:707 433.40665:121 447.41367:81 475.36475:40 497.43509:35 501.4574:81 509.47464:121 524.42053:35 527.47363:430 545.49017:550 577.50848:121 589.51788:40 601.50635:5146 602.51135:81 603.51385:81 605.52466:162 617.48224:40 619.5127:121 629.5321:81 647.59308:81 759.65967:40 771.72034:40 773.68964:81 784.40631:35 801.70953:81 839.79865:40 867.69513:80 867.77362:788 876.8349:121 876.91382:161 876.92627:121 882.94775:81 885.69269:148 885.78455:11015 885.88892:2175,22071,2719258,4923,1947,12528,14155,20469,544967,52198,5841066,37903,6427,2381,507136,6734751,103640,61516,981608,2107472.696
