Gene ID,Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
ENSMUSG00000107594,Tas2r142-ps5,6[+]132901963-132902891,0,0,0,0,0,0,0,0,0
ENSMUSG00000084737,Gm25805,16[-]8766169-8766276,0,0,0,0,0,0,0,0,0
ENSMUSG00000107592,Tas2r145-ps3,6[+]132786736-132787727,0,0,0,0,0,0,0,0,0
ENSMUSG00000107593,Gm44097,6[+]87657754-87663823,0,0,0,0,0,0,0,0,0
ENSMUSG00000107590,Gm43897,6[-]62293702-62294010,0,0,0,0,0,0,0,0,0
ENSMUSG00000107591,Gm6794,6[+]66711691-66712147,6,10,3,4,9,2,3,2,9
ENSMUSG00000054626,Xlr,X[-]53777118-53797706,0,4,0,37,0,0,6,48,67
ENSMUSG00000084738,Gm25809,15[-]34288819-34288870,0,0,0,0,0,0,0,0,0
ENSMUSG00000084739,Gm22067,15[+]81592093-81592199,0,0,0,0,0,0,0,0,0
ENSMUSG00000107598,Gm35216,6[-]44080488-44083355,0,0,0,0,0,0,0,0,0
ENSMUSG00000107599,Gm43981,6[+]82991645-82993111,0,0,0,0,1,0,0,0,0
ENSMUSG00000106469,C030015E24Rik,5[-]48997712-48998539,0,0,0,0,0,0,0,0,0
ENSMUSG00000106468,AC122844.1,7[+]110802481-110802587,1,2,1,2,1,1,2,1,2
ENSMUSG00000106465,Mir374c,X[+]103573085-103573133,0,0,0,0,0,0,0,0,0
ENSMUSG00000106464,C130083M11Rik,5[-]52199984-52216434,12,11,4,42,0,0,37,3,33
ENSMUSG00000106467,Gm43395,5[+]59079438-59081677,0,0,0,0,0,0,0,0,0
ENSMUSG00000106466,Gm42562,5[+]137166450-137172662,0,0,0,0,0,0,0,0,0
ENSMUSG00000106461,Gm20755,3[+]37898813-37992728,0,0,0,2,0,0,2,0,1
ENSMUSG00000106460,Gm17935,3[+]21648387-21649158,0,0,0,0,0,0,0,0,0
ENSMUSG00000106463,Mir1291,15[-]98519762-98519878,1,1,0,2,0,1,4,2,11
ENSMUSG00000106462,Gm43725,3[-]138503844-138504212,0,1,0,0,0,0,1,0,0
ENSMUSG00000065489,Mir365-2,11[+]79726400-79726511,5,9,3,3,1,4,3,0,2
ENSMUSG00000065488,Mir196a-2,15[+]102973350-102973434,0,0,0,0,0,0,0,0,1
ENSMUSG00000065483,Mir181c,8[-]84178873-84178961,0,0,0,0,0,0,0,0,0
ENSMUSG00000065482,Mir302c,3[+]127545363-127545430,0,0,0,0,0,0,0,0,0
ENSMUSG00000065481,Mir346,14[+]34894609-34894706,0,0,0,0,0,0,0,0,0
ENSMUSG00000065480,Mir133b,1[+]20682769-20682887,0,0,0,0,0,0,0,0,0
ENSMUSG00000065486,Mir450-1,X[-]53048154-53048244,0,0,0,0,0,0,0,0,0
ENSMUSG00000065485,Mir219a-2,2[-]29845631-29845727,0,0,0,0,0,0,0,0,0
ENSMUSG00000065484,Mir130a,2[-]84741115-84741178,0,0,0,0,0,0,1,0,0
ENSMUSG00000030045,Mrpl19,6[-]81957851-81965958,925,1591,542,836,526,327,572,579,871
ENSMUSG00000067889,Sptbn2,19[+]4711208-4752353,44,69,46,12,49,29,20,38,32
ENSMUSG00000102354,Gm38350,Y[+]25666954-25667649,0,0,0,0,0,0,0,0,0
ENSMUSG00000067882,Casp16-ps,17[-]23550965-23553566,0,0,0,0,0,0,0,0,0
ENSMUSG00000030046,Bmp10,6[+]87428994-87437677,0,0,0,0,0,0,0,8,0
ENSMUSG00000107957,Gm44088,6[+]62630581-62630817,0,0,0,0,0,0,0,0,0
ENSMUSG00000030041,M1ap,6[+]82946902-83030309,30,78,31,10,96,30,11,45,37
ENSMUSG00000107954,Gm43942,6[+]101144292-101147150,0,0,0,0,0,0,2,0,0
ENSMUSG00000064686,Gm25810,16[+]22224244-22224351,0,0,0,0,0,0,0,0,0
ENSMUSG00000064687,Gm25811,4[-]86043394-86043494,0,0,0,0,0,0,0,0,0
ENSMUSG00000064685,Gm25812,X[+]22434414-22434516,0,0,0,0,0,0,0,0,0
ENSMUSG00000017309,Cd300lg,11[+]102041509-102055620,7862,16790,4528,8639,6670,5839,8946,3172,7220
ENSMUSG00000061068,Mcpt4,14[-]56059744-56062310,1413,1412,328,104,799,523,1459,502,548
ENSMUSG00000002083,Bbc3,7[+]16308393-16318205,618,2198,1800,388,1449,2618,883,541,825
ENSMUSG00000061065,H2al1o,X[-]9571901-9572409,0,0,0,0,0,0,0,0,0
ENSMUSG00000017307,Acot8,2[-]164792768-164804882,1167,3144,2282,506,1332,1253,674,338,486
ENSMUSG00000037010,Apln,X[-]48025146-48034853,285,651,197,1247,49,149,574,63,395
ENSMUSG00000053536,Cstf2t,19[+]31082841-31086590,895,1455,695,1041,796,316,606,521,1893
ENSMUSG00000017300,Tnnc2,2[-]164777161-164779967,57,157,13,3887,213,13829,1394,62,49
ENSMUSG00000064688,Gm25814,1[-]32213133-32213239,0,0,0,0,0,0,0,0,0
ENSMUSG00000061062,Gm10093,17[+]78491565-78493541,256,176,52,74,70,22,128,17,99
ENSMUSG00000108489,Gm45025,7[+]115995274-116014145,0,0,0,0,0,0,0,0,0
ENSMUSG00000108488,Gm44979,7[+]56748274-56749285,0,0,0,0,0,0,0,0,0
ENSMUSG00000021939,Ctsb,14[+]63122462-63145919,103902,205100,74093,61107,93411,111203,131762,23654,56665
ENSMUSG00000021938,Pspc1,14[-]56722441-56778316,524,789,283,427,293,220,375,373,1176
ENSMUSG00000108485,Gm18805,7[-]73688235-73689167,0,1,0,0,0,0,0,0,0
ENSMUSG00000021936,Mapk8,14[-]33377898-33447158,212,193,85,787,23,32,374,253,926
ENSMUSG00000108487,Cyp2a21-ps,7[+]26917381-26952346,0,0,0,0,0,0,0,0,0
ENSMUSG00000108486,Gm44836,7[-]35051398-35052537,2,0,0,10,0,0,4,0,16
ENSMUSG00000108481,Gm33248,7[+]129667405-129693400,0,0,0,0,0,0,0,0,0
ENSMUSG00000021932,Rnaseh2b,14[+]62292589-62372992,197,216,88,301,145,10,136,304,459
ENSMUSG00000108483,Gm45184,7[+]127434422-127439392,0,0,0,0,0,0,0,0,0
ENSMUSG00000021930,Spryd7,14[-]61531993-61556886,350,555,511,1325,251,378,778,493,966
ENSMUSG00000108737,BC060293,7[-]34250252-34251355,2,0,0,12,0,0,12,0,9
ENSMUSG00000108736,Gm45151,7[+]116543656-116545755,11,2,2,8,0,0,8,0,17
ENSMUSG00000108735,Gm44638,11[-]73869586-73869660,0,0,0,0,0,0,0,0,0
ENSMUSG00000108734,Gm44817,7[+]43692644-43693096,0,0,0,0,0,0,0,0,0
ENSMUSG00000108732,2310043P16Rik,7[+]34389732-34393612,67,49,33,34,43,13,32,32,236
ENSMUSG00000108731,Api5-ps,7[-]26918776-26919352,0,0,0,0,0,0,0,0,0
ENSMUSG00000108730,Gm45135,7[-]43980734-43994130,0,0,0,0,0,0,0,0,0
ENSMUSG00000030049,Gkn2,6[+]87373357-87379497,0,0,0,0,0,0,0,0,0
ENSMUSG00000108739,Gm45096,7[-]35057264-35066733,0,0,0,3,0,0,0,0,0
ENSMUSG00000030048,Gkn3,6[-]87383256-87388935,83,243,49,72,63,54,197,51,25
ENSMUSG00000100100,Gm29626,14[+]23560248-23564589,0,0,0,0,0,0,0,0,0
ENSMUSG00000107333,Gm43008,3[-]39217561-39217846,1,1,0,1,0,0,1,0,3
ENSMUSG00000107331,Gm42732,5[+]73311364-73312560,53,47,14,71,17,4,64,3,149
ENSMUSG00000107336,Gm43461,5[+]147427738-147428733,30,5,0,17,0,1,0,4,78
ENSMUSG00000107337,Gm43596,5[+]91788598-91789481,0,0,0,0,0,0,0,0,0
ENSMUSG00000100106,Gm28856,1[+]130766384-130784433,0,0,0,0,0,0,0,0,0
ENSMUSG00000107335,Gm43372,5[-]135007093-135010108,10,28,16,8,19,10,12,2,8
ENSMUSG00000100108,Gm28100,1[-]85972365-85986917,0,0,0,0,0,0,0,0,0
ENSMUSG00000100109,Gm29366,Y[-]9230662-9231360,0,0,0,0,0,0,0,0,0
ENSMUSG00000054087,Fbxw28,9[-]109322886-109339659,0,0,0,0,0,0,0,0,0
ENSMUSG00000096148,Gm25816,7[-]59703427-59703520,0,0,0,0,0,0,0,0,0
ENSMUSG00000096149,Trav6-5,14[+]53491115-53491622,7,0,0,0,0,0,0,4,6
ENSMUSG00000110802,AC164105.1,9[+]46397362-46398943,0,0,0,0,0,0,0,0,0
ENSMUSG00000110803,AC156795.1,9[-]59826257-59941077,0,0,0,0,0,0,0,0,22
ENSMUSG00000110804,Olfr1084,2[-]86638765-86639725,0,0,0,0,0,0,0,0,0
ENSMUSG00000040652,Oaz2,9[+]65668001-65690300,1404,3083,2140,1593,1278,2056,1665,1981,1259
ENSMUSG00000096140,Ankrd66,17[-]43534174-43543639,3,18,0,6,9,0,7,0,14
ENSMUSG00000096141,Dnah7a,1[-]53397006-53706784,4,0,0,0,0,0,0,1,23
ENSMUSG00000096142,Gm25817,7[+]32917146-32917266,0,0,0,0,0,0,0,0,0
ENSMUSG00000036602,Alx1,10[-]102998707-103030215,0,0,0,0,0,0,0,0,0
ENSMUSG00000033233,Trim45,3[+]100922202-100936920,172,291,192,79,241,335,256,79,129
ENSMUSG00000019590,Cyb561,11[-]105933702-105953336,189,570,272,279,250,393,435,119,219
ENSMUSG00000002550,Uck1,2[-]32255002-32260159,10116,26545,15267,8614,8295,11028,11294,2601,4755
ENSMUSG00000036606,Plxnb2,15[-]89155549-89171120,4298,7876,4714,821,6867,3754,2289,965,1666
ENSMUSG00000101855,1700010N08Rik,7[+]38791661-38860532,0,0,0,0,0,0,0,0,0
ENSMUSG00000101854,1700026F02Rik,8[-]70948246-71085758,0,0,0,0,2,0,1,0,2
ENSMUSG00000101857,Gm21757,Y[-]72449783-72450478,0,0,0,0,0,0,0,0,0
ENSMUSG00000101856,1700096K18Rik,5[+]25530013-25531466,294,774,454,467,243,597,491,281,428
ENSMUSG00000055978,Fut2,7[-]45648591-45666394,8,26,10,17,6,10,26,6,11
ENSMUSG00000101850,Gm29437,Y[-]88621155-88621850,0,0,0,0,0,0,0,0,0
ENSMUSG00000101853,Gm28627,1[+]86328039-86328873,0,0,0,0,0,0,0,0,0
ENSMUSG00000101852,Gm20886,Y[-]70706137-70706829,0,0,0,0,0,0,0,0,0
ENSMUSG00000104522,Gm38159,Y[-]13335783-13338145,0,0,0,0,0,0,0,0,0
ENSMUSG00000055976,Cldn23,8[-]35824712-35826559,4,0,1,6,4,10,4,0,6
ENSMUSG00000101859,Gm29233,2[-]118123451-118124047,0,2,0,0,0,0,0,0,3
ENSMUSG00000084523,Mir1903,8[+]128359241-128359320,1,1,1,1,1,1,1,1,1
ENSMUSG00000055972,2810407A14Rik,16[+]87784075-87839293,2,0,0,0,0,0,6,4,8
ENSMUSG00000109348,Gm44852,7[+]58518162-58518530,0,0,0,0,0,0,0,0,0
ENSMUSG00000047866,Lonp2,8[+]86624043-86723873,6824,10452,2268,5758,1751,926,6286,1658,4640
ENSMUSG00000111298,AC159476.1,10[+]48852431-48853526,0,0,0,0,0,0,0,0,0
ENSMUSG00000104521,Gm34073,18[+]55143574-55143785,0,0,0,0,0,0,0,0,0
ENSMUSG00000049202,4930515G13Rik,17[-]21801159-21801658,0,0,0,0,0,0,0,0,0
ENSMUSG00000113571,AC122314.1,12[+]35140892-35143130,2,4,0,10,0,0,2,0,13
ENSMUSG00000113570,AC124739.3,12[+]19288562-19291177,2,17,6,2,4,9,0,0,4
ENSMUSG00000113573,AC154367.2,13[+]70149800-70205972,0,0,0,0,0,0,0,0,0
ENSMUSG00000038510,Rpf2,10[-]40223246-40247036,159,81,41,424,19,20,184,264,610
ENSMUSG00000030768,Disp1,1[-]183086266-183221522,747,1727,796,253,862,1067,823,226,506
ENSMUSG00000113574,AC134917.3,12[-]22745288-22745411,1,0,0,0,0,0,0,0,0
ENSMUSG00000113577,AC160931.4,12[-]99804389-99805648,0,0,0,0,0,0,0,0,0
ENSMUSG00000113576,AC163721.1,13[-]18971702-18974997,0,0,0,0,0,0,0,0,0
ENSMUSG00000097231,Gm26852,7[-]19382220-19392718,40,91,57,23,89,14,23,0,63
ENSMUSG00000097230,Gm26853,8[+]19789798-19798548,0,0,0,4,0,0,0,1,13
ENSMUSG00000097233,Gm17552,19[+]4169566-4174284,217,273,128,36,177,33,45,21,252
ENSMUSG00000038518,Jarid2,13[+]44729474-44921643,1390,1991,817,969,1089,340,793,520,2049
ENSMUSG00000097235,Gm17250,2[-]71748075-71750162,0,0,0,0,0,0,0,0,2
ENSMUSG00000097234,Gm26518,15[-]102455526-102483722,5,3,0,24,6,0,3,0,32
ENSMUSG00000030762,Aqp8,7[+]123462291-123468004,5,2,8,4,0,0,0,29,0
ENSMUSG00000097236,4831440E17Rik,5[+]25499067-25501541,2,5,7,13,5,9,4,4,42
ENSMUSG00000040658,Dnph1,17[+]46496789-46499618,39,56,50,40,49,18,37,33,34
ENSMUSG00000109341,Gm44556,7[+]84338095-84347869,6,5,0,0,6,0,0,0,11
ENSMUSG00000109340,Gm44548,7[-]131932463-131932654,0,0,0,0,0,0,0,0,0
ENSMUSG00000091698,Gm6526,14[+]43747866-43755948,0,0,0,0,0,0,0,0,0
ENSMUSG00000111290,AC160562.2,9[+]61013481-61019797,5,3,0,6,2,0,9,0,0
ENSMUSG00000027086,Fastkd1,2[-]69686815-69713516,306,160,76,738,30,40,427,265,614
ENSMUSG00000091695,Gm17669,18[+]67562387-67562851,225,618,414,78,672,363,111,150,179
ENSMUSG00000091694,Apol11b,15[-]77633951-77643286,99,87,43,19,66,0,104,24,36
ENSMUSG00000091697,Eif3s6-ps2,18[-]90311825-90312043,0,0,0,0,0,0,0,0,0
ENSMUSG00000101271,Gm28334,Y[+]36313154-36313468,0,0,0,0,0,0,0,0,0
ENSMUSG00000111120,AL929285.1,2[+]85777918-85778146,0,0,0,0,0,0,0,0,0
ENSMUSG00000101273,Gm28831,Y[-]83154640-83154954,0,0,0,0,0,0,0,0,0
ENSMUSG00000066867,Oas1e,5[-]120786226-120795530,0,0,0,0,0,0,0,0,0
ENSMUSG00000101275,1700012E03Rik,1[+]120435805-120438455,0,0,0,0,0,0,0,0,0
ENSMUSG00000066861,Oas1g,5[-]120876142-120887613,231,413,237,108,527,426,273,214,109
ENSMUSG00000076500,Gm20730,6[-]43081518-43082097,2,0,0,0,0,0,0,0,0
ENSMUSG00000076501,Igkv2-137,6[+]67555497-67556216,368,104,11,0,79,0,16,4,67
ENSMUSG00000101279,Gm18342,1[-]85067394-85080236,17,0,0,4,0,0,19,24,53
ENSMUSG00000101278,Gm29381,Y[+]66555040-66558276,0,0,0,0,0,0,0,0,0
ENSMUSG00000076508,Igkv17-127,6[+]67861153-67861659,1009,35,19,0,17,0,40,26,192
ENSMUSG00000072476,Gm9008,6[-]76495432-76497784,60,213,118,26,91,180,74,10,43
ENSMUSG00000072477,Gm10360,6[+]70424162-70424433,0,0,0,0,0,0,0,0,0
ENSMUSG00000072473,1700024G13Rik,14[-]32376502-32388373,0,0,0,0,0,0,0,0,0
ENSMUSG00000091552,Gm8711,10[+]100356235-100357117,0,0,0,0,0,0,0,0,0
ENSMUSG00000023391,Dlx2,2[-]71543408-71546754,4,0,0,0,0,4,0,0,0
ENSMUSG00000023393,Slc17a9,2[+]180725263-180742280,1000,1629,723,34,1268,64,72,442,734
ENSMUSG00000072479,Xlr5b,X[+]73148796-73158872,0,0,0,2,1,0,5,0,24
ENSMUSG00000100496,Gm28639,2[+]51219382-51219862,0,0,0,0,0,0,0,0,0
ENSMUSG00000048013,Krt35,11[-]100092193-100096241,0,0,0,0,0,0,0,0,0
ENSMUSG00000022652,Morc1,16[+]48431237-48630905,0,0,0,2,0,0,0,0,0
ENSMUSG00000107441,Gm31747,6[-]73586109-73608673,0,0,0,0,0,0,0,0,0
ENSMUSG00000111127,AC069561.2,9[-]38678614-38679748,0,0,0,0,0,0,0,0,0
ENSMUSG00000100494,Gm29033,Y[-]79406050-79406745,0,0,0,0,0,0,0,0,0
ENSMUSG00000109464,Gm45103,7[+]67819250-67829618,0,2,0,0,0,0,0,0,0
ENSMUSG00000109465,Gm19032,7[+]61882972-61883563,0,0,0,0,0,0,0,0,0
ENSMUSG00000109466,Gm7587,7[-]6533491-6534511,0,0,0,0,0,0,1,0,0
ENSMUSG00000109467,Gm30646,7[+]30432544-30432723,0,0,0,0,0,0,0,0,0
ENSMUSG00000109460,Gm45591,7[+]99321200-99322455,1,4,0,4,4,3,0,0,2
ENSMUSG00000109461,Gm44848,7[+]88063061-88066294,0,0,0,0,0,0,0,0,0
ENSMUSG00000109462,Gm6334,8[+]4778042-4778269,0,0,1,0,0,0,0,0,0
ENSMUSG00000109463,Gm7506,8[-]7001941-7002755,0,0,0,0,0,0,0,0,0
ENSMUSG00000109468,Gm45185,7[+]99141593-99141996,0,2,0,0,3,2,0,4,0
ENSMUSG00000109469,Gm8486,7[+]20618446-20637932,0,0,0,0,0,0,0,0,0
ENSMUSG00000107445,Gm44449,6[+]103167801-103167953,0,0,0,0,0,0,0,0,0
ENSMUSG00000100490,Gm28455,7[+]39489438-39498801,0,0,0,0,0,0,0,0,0
ENSMUSG00000063334,Krr1,10[+]111972664-111988432,494,250,56,993,48,27,633,694,2009
ENSMUSG00000031495,Cd209d,8[-]3871824-3878555,506,572,31,183,113,96,944,295,609
ENSMUSG00000031494,Cd209a,8[-]3743397-3748984,95,158,18,120,19,50,405,150,441
ENSMUSG00000031497,Tnfsf13b,8[+]10006467-10039072,409,573,143,31,179,61,132,29,160
ENSMUSG00000100491,Gm28331,Y[+]8675892-8678256,0,0,0,0,0,0,0,0,0
ENSMUSG00000031491,Chrna6,8[-]27403212-27413944,0,0,0,0,0,0,0,0,0
ENSMUSG00000031490,Eif4ebp1,8[+]27260329-27276674,13363,42229,22670,8029,20353,46142,23241,5204,8902
ENSMUSG00000031493,Ggn,7[+]29170210-29173976,34,90,76,10,78,85,34,24,42
ENSMUSG00000031492,Chrnb3,8[+]27368711-27399730,0,0,0,0,0,0,0,0,0
ENSMUSG00000055022,Cntn1,15[+]92051165-92341967,11,10,2,6,18,0,0,19,46
ENSMUSG00000055026,Gabrg3,7[-]56716465-57387188,10,4,8,0,10,4,0,2,5
ENSMUSG00000055027,Smyd1,6[-]71213940-71322233,66,74,15,164,56,164,136,47,131
ENSMUSG00000055024,Ep300,15[+]81585351-81652077,3297,6326,3177,1321,4076,1725,2266,481,3375
ENSMUSG00000037260,Hgsnat,8[-]25944453-25976753,2151,3507,921,1686,1027,1017,2405,647,1753
ENSMUSG00000037262,Kin,2[+]10080593-10092806,416,120,63,344,88,88,335,128,497
ENSMUSG00000037263,Aldh3b3,19[+]3958645-3972103,113,296,111,59,48,72,64,16,14
ENSMUSG00000037266,Rsrp1,4[+]134923592-134927671,1490,2949,2070,2204,2679,1223,2323,932,5346
ENSMUSG00000092349,Platr17,17[+]33905135-33906675,27,27,11,7,21,6,3,30,19
ENSMUSG00000092346,Tlx1os,19[-]45154057-45159304,0,0,0,0,0,0,0,0,0
ENSMUSG00000092344,Hspe1-ps3,5[+]25391608-25391884,4,0,0,1,0,0,2,0,5
ENSMUSG00000092345,Gm20503,4[+]59003210-59041888,0,18,16,22,14,9,13,105,134
ENSMUSG00000092342,Esp31,17[+]38639447-38645650,0,0,0,0,0,0,0,0,0
ENSMUSG00000092343,Gm20525,17[+]36723234-36723281,0,0,0,0,0,0,0,0,0
ENSMUSG00000092340,Olfr754-ps1,17[+]37249430-37250891,4,0,0,0,0,0,2,0,0
ENSMUSG00000092341,Malat1,19[-]5795690-5802672,10541,15877,5408,24170,8296,4264,9768,2564,39164
ENSMUSG00000104733,Gm29784,5[-]26828100-26828505,0,0,0,0,0,0,0,0,0
ENSMUSG00000104732,Gm43346,3[+]81721676-81724030,0,0,0,0,0,0,0,0,0
ENSMUSG00000104731,Gm43249,5[-]99839533-99839990,0,0,0,0,0,0,0,0,0
ENSMUSG00000104730,Gm42511,3[+]57942918-57943151,0,0,0,0,0,0,0,0,0
ENSMUSG00000104737,Gm42937,3[-]101580304-101581055,5,3,2,0,1,2,0,0,9
ENSMUSG00000104736,Gm43146,5[+]97143026-97149848,0,0,0,0,0,0,0,0,0
ENSMUSG00000104735,C130075A20Rik,3[+]53099000-53103175,2,0,0,0,0,0,0,0,0
ENSMUSG00000104734,Mir669a-5,2[+]10481761-10481847,0,0,0,0,0,0,0,0,0
ENSMUSG00000048154,Kmt2d,15[-]98831669-98871204,5194,5363,3253,1398,6292,1079,1569,974,7453
ENSMUSG00000111042,AC099761.1,10[+]34878624-35065312,0,0,0,0,0,0,0,0,0
ENSMUSG00000104739,Gm3283,5[+]57229266-57230615,0,0,0,0,0,0,0,0,0
ENSMUSG00000006216,Clcnkb,4[-]141404353-141416014,0,0,2,0,0,0,0,0,0
ENSMUSG00000111047,AC156389.1,10[+]30372918-30375561,0,0,0,0,0,0,0,0,0
ENSMUSG00000111046,AC158592.2,10[-]29614161-29614576,0,0,0,0,0,0,0,0,0
ENSMUSG00000111045,AC164625.1,10[-]40180657-40183692,0,0,0,0,0,0,0,0,0
ENSMUSG00000048153,Olfr49,14[-]54278253-54284939,0,0,0,0,0,0,2,0,2
ENSMUSG00000102775,Gm38160,3[-]51482331-51484829,0,10,0,0,0,4,4,4,3
ENSMUSG00000102774,Gm9748,14[+]79769908-79772743,0,0,0,0,0,0,0,0,0
ENSMUSG00000102777,Gm38161,1[+]191132657-191134014,0,0,0,0,0,0,0,0,0
ENSMUSG00000102776,Gm38162,1[+]66775511-66780107,4,0,0,36,0,0,6,0,30
ENSMUSG00000102771,Gm33320,6[-]126554387-126554916,0,3,1,0,3,1,13,0,0
ENSMUSG00000102770,Gm38163,9[-]108584756-108585361,0,0,0,0,0,0,0,0,0
ENSMUSG00000102773,Ighv1-17-1,12[-]114671968-114672401,0,0,0,0,0,0,0,0,0
ENSMUSG00000102772,Gm32114,Y[-]22109759-22112998,0,0,0,0,0,0,0,0,0
ENSMUSG00000088600,Gm24189,10[-]30673134-30673227,0,0,0,0,0,0,0,0,0
ENSMUSG00000039391,Ccdc81,7[-]89866148-89903629,14,14,10,8,4,0,10,10,4
ENSMUSG00000102779,Gm38164,1[+]172088474-172088803,0,0,0,2,0,0,0,0,2
ENSMUSG00000102778,Gm38165,18[-]61691046-61692384,0,0,0,0,0,0,0,0,0
ENSMUSG00000039395,Mreg,1[-]72159442-72212307,416,610,159,92,507,16,30,155,861
ENSMUSG00000029090,Adgra3,5[-]49959956-50059006,1071,2090,819,1045,604,749,1447,313,713
ENSMUSG00000031146,Plp2,X[-]7667941-7671390,3063,2262,663,1844,846,1040,3662,1547,2218
ENSMUSG00000029092,D5Ertd615e,5[-]45009171-45424402,0,0,0,2,0,0,0,0,0
ENSMUSG00000090273,Prr22,17[+]56770250-56772208,17,104,58,17,69,55,12,53,25
ENSMUSG00000029094,Afap1,5[+]35893319-36003923,2336,3865,1295,2790,1637,1479,2919,742,2446
ENSMUSG00000029095,Ablim2,5[+]35757880-35884973,431,778,332,306,330,740,572,238,392
ENSMUSG00000029096,Htra3,5[-]35652023-35679782,7038,20980,10768,6370,10667,40417,16252,3565,7439
ENSMUSG00000029097,Trmt44,5[-]35556203-35575070,330,451,325,184,333,248,210,127,303
ENSMUSG00000029098,Acox3,5[+]35583040-35615352,3800,3496,2515,1421,2110,1275,2667,1040,2639
ENSMUSG00000031149,Praf2,X[+]7728439-7731064,646,629,360,385,559,596,808,481,494
ENSMUSG00000031148,Gpkow,X[+]7697131-7710262,1192,1326,403,1058,564,158,928,540,1769
ENSMUSG00000046196,Ttc39d,17[+]80207460-80217936,4,0,0,2,0,0,2,0,9
ENSMUSG00000070834,Gm13015,4[+]117148923-117149126,2,2,9,6,9,11,4,9,11
ENSMUSG00000070837,Aurkc,7[+]6995300-7003091,4,9,2,8,0,0,0,0,14
ENSMUSG00000034518,Hmgxb4,8[+]74993356-75031978,313,378,166,461,91,74,467,191,708
ENSMUSG00000046192,Iqub,6[-]24444865-24515067,0,0,0,0,0,0,0,0,2
ENSMUSG00000114138,AC153144.3,13[+]9684226-9689544,5,10,9,3,9,3,2,30,7
ENSMUSG00000114139,AC134917.4,12[-]22829733-22833361,0,0,0,0,0,0,0,0,0
ENSMUSG00000084878,Lrrc8dos,5[-]105814773-105818988,0,0,0,11,0,1,4,4,18
ENSMUSG00000114130,AC153793.2,12[-]41016855-41020252,0,0,0,0,0,0,0,0,0
ENSMUSG00000114131,AC154733.1,13[+]45749572-45755206,0,0,0,0,0,0,0,0,0
ENSMUSG00000114132,AC159627.1,12[-]94914480-94915682,0,0,0,0,0,0,0,0,0
ENSMUSG00000114133,AC153134.1,13[-]96079216-96081376,21,2,3,499,3,1,69,243,420
ENSMUSG00000114134,AC132324.1,13[+]10700161-10830778,0,0,0,0,0,0,0,0,0
ENSMUSG00000114135,AC129022.1,12[+]36539357-36539812,4,12,5,4,9,8,1,9,5
ENSMUSG00000114136,CT010452.1,12[-]12351522-12392615,0,0,0,0,0,0,0,0,0
ENSMUSG00000114137,AC134596.3,12[-]119876472-119876642,0,0,0,0,0,0,0,0,0
ENSMUSG00000022514,Il1rap,16[+]26581704-26730117,92,41,14,99,35,8,142,109,351
ENSMUSG00000022515,Anks3,16[-]4941415-4964237,1403,2917,1710,509,1959,1385,1035,679,1047
ENSMUSG00000022516,Nudt16l1,16[+]4939111-4941020,2048,4765,2035,1213,2451,2559,1925,1088,1731
ENSMUSG00000022517,Mgrn1,16[+]4886100-4938296,8078,21179,4108,2346,7866,2469,5212,2058,2805
ENSMUSG00000022510,Trp63,16[+]25683763-25892102,105,209,45,144,105,71,175,60,153
ENSMUSG00000022512,Cldn1,16[-]26356642-26371841,76,66,55,130,51,14,142,99,299
ENSMUSG00000111789,AC133650.3,9[+]123021418-123045019,0,0,0,0,0,0,0,0,0
ENSMUSG00000022518,4930562C15Rik,16[+]4835416-4867691,4,12,0,0,0,2,0,0,3
ENSMUSG00000022519,Srl,16[-]4480216-4541816,357,388,54,680,34,205,245,59,125
ENSMUSG00000069074,Gm10258,3[-]30267825-30269947,0,2,0,0,0,0,0,0,0
ENSMUSG00000069072,Slc7a14,3[-]31202858-31310378,0,0,0,0,0,0,0,0,0
ENSMUSG00000103689,Gm30598,Y[+]21133838-21134452,0,0,0,0,0,0,0,0,0
ENSMUSG00000039033,Tasp1,2[-]139833480-140066805,200,164,57,212,110,41,202,132,415
ENSMUSG00000039032,Tsga13,6[-]30896981-30915573,0,0,0,0,0,0,6,2,0
ENSMUSG00000102191,Gm36569,3[-]79859293-79886806,0,0,0,0,0,0,0,0,0
ENSMUSG00000102190,Gm38166,3[-]45775424-45775894,8,1,0,14,1,0,21,7,26
ENSMUSG00000102193,Gm7299,1[+]170630921-170631501,20,3,1,5,1,0,15,45,33
ENSMUSG00000102192,Gm38167,6[-]108594508-108595685,0,0,0,0,0,0,0,0,0
ENSMUSG00000102195,Gm38168,Y[+]19954018-19957248,0,0,0,0,0,0,0,0,0
ENSMUSG00000102194,Gm38169,1[+]180021062-180023600,0,0,0,2,0,0,0,0,0
ENSMUSG00000102197,Gm38170,12[+]72950895-72951710,0,0,0,0,0,0,0,0,0
ENSMUSG00000102196,Gm38171,2[-]11315372-11319874,0,0,0,0,0,0,0,0,2
ENSMUSG00000102199,Gm38172,12[+]60866592-60877295,0,0,0,0,0,0,0,0,0
ENSMUSG00000102198,Gm38173,1[-]33671915-33674228,2,0,0,0,0,0,0,0,0
ENSMUSG00000035649,Zcchc7,4[+]44755877-44932215,1178,256,23,619,26,9,808,384,1959
