Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
Secisbp2l,2[-]125736986-125782870,1321,1565,674,2908,565,291,1698,1343,4240
Tom1l2,11[-]60226714-60352905,2702,5537,2736,1673,2487,2542,2661,767,1907
Lgsn,1[+]31176401-31204725,0,2,0,0,0,0,2,0,0
Olfr70,4[-]43694784-43700807,0,0,0,0,0,0,0,0,0
Eva1b,4[+]126147744-126149875,1153,3391,2421,769,2446,3937,1189,687,1137
Snip1,4[+]125066672-125074042,738,979,492,436,681,281,556,354,940
Acvrl1,15[+]101128522-101145336,2378,5563,2631,655,3625,5047,2630,494,1653
Grasp,15[+]101224207-101232755,431,1295,506,338,597,918,572,529,571
Gm20554,13[-]72626213-72628564,8,27,11,5,12,22,10,2,17
Obox3-ps2,7[-]14800224-14801826,0,0,0,0,0,0,0,0,0
Vmn2r-ps115,17[+]18694508-18706984,0,0,0,0,0,0,0,0,0
Gm18006,6[-]6645334-6647278,0,0,0,0,0,0,0,0,0
Gm20706,6[-]24138341-24140363,0,0,0,0,0,0,0,0,0
Defb13,8[+]21946762-21948850,0,0,0,0,0,0,0,0,0
Gm18367,14[-]115555923-115556522,0,0,0,0,0,0,0,0,0
Vmn1r-ps23,6[-]58504443-58504737,0,0,0,0,0,0,0,0,0
Gm20929,Y[+]53843949-53870150,0,0,0,0,0,0,0,0,0
Gm45779,8[-]72417409-72421472,1,1,5,4,3,4,1,1,2
Gm26843,8[-]93646386-93687958,0,0,0,0,0,0,0,0,0
AC122464.1,6[-]23155825-23164093,0,0,0,0,0,0,0,0,0
Gm45788,8[+]97215971-97218982,0,0,0,0,0,0,0,0,0
Gm45742,8[-]76116595-76117027,0,0,0,0,0,0,0,0,0
Gm45856,8[+]124781733-124782148,0,0,0,0,0,0,0,0,0
Gm45750,8[+]104223747-104224100,0,0,0,0,0,0,0,0,0
Gm45762,8[-]95775912-95778530,3,0,0,0,0,0,0,0,2
Gm5159,8[-]104701705-104720965,0,0,0,0,0,0,0,0,0
Gm35256,8[+]71026792-71126576,0,0,0,0,0,0,0,0,0
Olfr863-ps1,9[-]19941510-19942438,0,0,0,0,0,0,0,0,0
Gm29232,2[-]118253255-118279430,0,0,0,0,2,0,0,0,5
Gm43635,6[-]127251638-127254644,4,0,0,0,0,0,0,0,0
Fam228b,12[-]4739888-4769267,5,21,28,15,9,5,30,15,24
Gm28467,1[+]118810136-118810453,0,0,0,0,0,0,0,0,0
Nthl1,17[+]24632682-24638838,203,566,349,120,492,599,345,135,148
Gm29433,Y[+]40367506-40372751,0,0,0,0,0,0,0,0,0
Paqr6,3[+]88364584-88368541,54,107,132,54,87,419,142,50,39
Gm43293,6[-]31702245-31706990,0,0,0,0,0,0,0,0,0
AC134586.1,9[-]47085947-47227095,0,0,0,0,0,0,0,0,0
Hibch,1[+]52844929-52920986,1797,2799,603,7358,284,266,4895,1860,4868
Fam47c,X[+]78737763-78739401,0,0,0,0,0,0,0,0,0
Olfr1372-ps1,11[-]52154722-52168159,112,90,17,35,41,10,48,81,146
Gm44101,6[-]108470355-108472575,0,0,0,0,0,0,0,0,4
Gm14762,X[+]85825892-85834831,0,2,0,0,0,0,2,9,2
Gm43982,6[+]134073354-134075182,0,0,0,2,0,0,2,3,6
Gm8083,6[+]112992122-112992596,0,0,0,0,0,0,0,0,0
Gm44153,6[+]86862873-86864452,0,0,0,4,0,0,0,0,4
Gm43883,6[+]46785953-46789702,0,0,0,0,0,0,0,0,0
Gm44179,2[-]38533106-38535707,0,1,0,0,0,0,6,0,0
Gm44130,6[-]71432104-71435107,0,0,0,8,0,0,2,0,4
Gm44132,6[+]123114595-123114745,0,0,0,0,0,0,0,0,0
Gm44172,6[+]71451992-71458998,0,0,0,0,0,0,0,0,0
AC183268.3,9[-]47947880-47948161,0,0,0,0,0,0,0,0,0
Gm10161,7[+]75366055-75366258,1,1,1,1,1,1,1,0,0
Gm28603,Y[+]46970283-46970978,0,0,0,0,0,0,0,0,0
Gm15894,8[+]110754992-110758970,4,13,0,6,4,9,4,0,7
Gm26389,7[-]59432407-59432485,0,0,0,0,0,0,0,0,0
Kcnn4,7[+]24370263-24386690,1088,1642,1355,103,3147,319,177,424,958
Grsf1,5[-]88659448-88676171,1860,1412,847,4744,354,422,2296,1353,3062
Trav9d-2,14[+]52892186-52892618,1,1,2,0,4,1,0,0,2
Gm26390,7[-]59484948-59485026,0,0,0,0,0,0,0,0,0
Gm26391,8[-]123593071-123593189,0,0,0,0,0,0,0,0,0
Gm21921,Y[-]24795161-24796243,0,0,0,0,0,0,0,0,0
D430019H16Rik,12[+]105453856-105493095,453,1148,285,279,177,1187,1083,121,459
Gm9507,10[-]77810967-77811843,0,0,0,0,0,0,0,0,0
Tbr1,2[+]61802930-61814114,0,4,4,2,0,0,0,0,0
AC139754.2,10[+]87966847-87967761,0,5,8,3,0,0,0,0,2
Slc7a4,16[-]17572018-17576998,46,147,89,4,88,48,19,36,41
Tfg,16[-]56690332-56717450,2183,6910,2602,2625,1893,3073,2073,1298,2045
Tmem45a,16[-]56805161-56886166,32,48,12,162,10,6,121,41,97
Adgrg7,16[-]56724609-56795855,0,0,0,0,0,0,0,0,0
Tomm70a,16[+]57121714-57154530,1896,1431,696,4067,470,363,1890,1050,3443
Tmem30c,16[-]57266139-57292865,0,0,0,0,0,0,0,0,0
Klhl22,16[+]17759618-17793382,1729,3207,1261,1187,1062,1532,1843,534,1152
Nit2,16[-]57156671-57167332,738,1549,592,1161,501,632,885,505,977
P2rx6,16[+]17561885-17577800,173,414,346,300,225,399,283,110,127
Lrrc74b,16[-]17544465-17561247,0,0,0,0,0,0,0,0,0
Gm24285,10[+]57174030-57174129,0,0,0,0,0,0,0,0,0
Myh8,11[+]67277124-67308634,5,0,2,0,0,108,10,0,0
BC037156,5[+]87908779-87914171,0,0,0,0,0,0,0,0,0
Rpl7,1[-]16101295-16104662,23610,11491,341,12371,1082,418,15418,32957,22738
Gm22813,2[+]106809335-106809458,0,0,0,0,0,0,0,0,0
Trav5d-3,14[+]52928332-52928601,0,0,0,0,0,0,0,0,0
Gm22711,11[+]106501243-106501377,0,7,0,0,0,0,0,1,1
Sult1c2-ps2,17[+]53802860-53803479,0,0,0,0,0,0,0,0,0
Gm42905,3[+]111789492-111791102,0,0,0,0,0,0,0,0,0
Igkv4-65,6[-]69342472-69343004,0,0,0,0,0,0,0,0,0
Gm43678,3[-]139812111-139812764,0,0,0,0,0,0,0,0,0
4932422M17Rik,5[+]123138931-123141569,151,215,164,200,179,136,129,51,515
Rnf185,11[-]3415982-3452363,1602,2396,609,1293,727,397,1378,716,1310
Abat,16[+]8513429-8621568,66,155,69,77,65,213,315,210,241
Gm26393,11[-]3656663-3656791,0,0,0,0,0,0,0,0,0
Cbx3-ps6,14[-]73955000-73955551,31,68,2,50,18,1,40,7,120
Arf5,6[+]28423560-28426602,3545,7840,6331,2783,6936,8059,3172,4555,3620
2310033P09Rik,11[+]59208321-59210738,882,1714,930,392,1158,909,788,469,697
Olfr205,16[-]59328005-59331138,0,0,0,0,0,0,0,0,0
Gm7936,18[-]30495001-30495375,3,2,0,1,2,0,3,0,0
Guk1,11[-]59183875-59192212,1769,4932,2804,1287,1801,2574,1663,915,1130
Npc1l1,11[-]6211013-6230143,10,6,0,0,2,0,2,4,0
Gm24288,8[-]6223819-6223962,0,0,0,0,0,0,0,0,0
Gm9399,14[-]122494613-122495251,0,0,0,0,0,0,0,0,0
Gm28545,Y[-]38067042-38070280,0,0,0,0,0,0,0,0,0
Gm38345,19[-]37432909-37434656,17,33,8,10,39,9,8,22,37
Gm38346,9[-]32507745-32510383,13,10,1,2,4,0,0,0,4
Gm26394,11[+]98999508-98999622,2,1,2,0,5,0,0,0,0
Gm38348,2[+]4217081-4219353,0,0,0,0,0,0,0,0,0
1700047N06Rik,1[-]10057025-10057944,0,0,0,0,0,0,0,0,0
Gm38349,13[-]79294878-79295339,0,0,0,0,0,0,0,0,0
Gm44111,6[+]71349331-71349729,0,0,0,0,0,0,0,0,0
Speer9-ps1,7[+]3128146-3144992,0,0,0,0,0,0,0,0,0
Atp7b,8[-]21992785-22060305,5,34,0,0,8,8,0,0,2
Gm38351,1[+]62247153-62249670,0,0,0,0,0,0,0,0,0
Gm44027,2[-]39178562-39182041,0,2,0,4,0,0,0,5,0
Gm6352,6[+]47045156-47046289,93,110,3,27,8,9,84,19,49
Gm44211,6[-]44667291-44667435,0,0,0,0,0,0,0,0,0
Gm6375,6[-]133761445-133763062,3,2,1,6,1,1,6,1,10
Gm6210,6[-]75296118-75298059,35,25,9,346,17,10,513,198,491
Gm25764,10[+]129302091-129302224,0,0,0,0,0,0,0,0,0
Vmn1r-ps15,6[-]58077173-58078082,0,0,0,0,0,0,0,0,0
Gm26396,2[-]94792205-94792336,0,0,0,0,0,0,0,0,0
Gm8342,8[+]37094703-37095459,0,0,0,0,0,0,0,0,0
Ndc1,4[+]107367784-107416346,540,313,120,1414,89,61,1201,436,1067
Lrrc42,4[-]107233514-107253532,474,709,253,340,363,189,424,193,547
Dmrtb1,4[-]107676290-107684230,12,6,0,0,12,0,0,0,6
Lrp8,4[+]107802261-107876840,231,224,102,21,254,2,40,133,98
Lrp8os1,4[-]107827896-107830844,0,0,0,0,0,0,0,0,0
Tceanc2,4[-]107134155-107179116,761,1146,788,517,860,691,626,482,777
Tmem59,4[+]107178399-107200996,1864,1058,3299,9124,2830,3879,4178,3134,4258
AC166902.3,9[-]52399274-52401968,0,0,0,0,0,0,0,0,0
AC073947.4,9[-]39084499-39095161,0,0,0,0,0,0,0,0,0
AC123803.1,10[-]91640702-91640890,0,0,0,0,0,0,0,0,0
AC126806.2,9[-]46713233-46714158,0,0,0,0,0,0,0,0,0
AC120394.4,9[+]122047088-122052647,4,19,8,9,0,0,0,0,0
CT485606.3,9[+]14385692-14389723,0,0,0,0,0,0,0,0,0
AL929235.5,2[-]89210793-89211719,0,0,0,0,0,0,0,0,0
AC142273.2,10[+]40333951-40334320,0,0,0,0,0,0,1,0,0
Mtcl1,17[-]66336982-66449750,39,113,58,30,51,125,116,48,25
Gm25766,8[-]113519476-113519606,0,0,0,0,0,0,0,0,0
Gnpda1,18[-]38327558-38339003,1595,2049,484,665,858,442,1320,582,1037
Mrpl14,17[+]45686322-45698495,1026,3953,3036,1088,1694,3672,1204,652,764
Aars2,17[+]45506841-45520842,1265,3193,2600,757,1596,1800,865,578,661
Arhgap18,10[+]26753421-26918648,489,191,61,2130,71,65,772,989,2301
St6galnac5,3[-]152817081-152982246,268,360,67,253,216,313,509,71,690
Obox4-ps37,7[+]14778015-14778290,0,0,0,0,0,0,0,0,0
Efhb,17[-]53398889-53463321,8,0,0,0,0,0,0,0,0
Crisp2,17[-]40764734-40807003,0,0,0,0,0,0,0,0,4
Cdc5l,17[-]45391892-45433707,1542,681,159,1018,303,82,1337,845,2203
Spats1,17[-]45448937-45474938,0,2,0,1,0,0,0,0,0
E330034G19Rik,14[+]24293214-24309966,0,0,0,0,0,0,0,0,0
Dync1li2,8[-]104417680-104443047,1677,1639,705,2071,670,505,2503,1437,3083
Chuk,19[-]44073335-44107480,466,417,116,1644,123,63,633,579,2497
Erlin1,19[-]44034944-44069785,455,150,72,659,64,38,340,186,1225
Chchd6,6[-]89383146-89595652,2486,8178,3954,1918,2031,5503,2544,879,1058
Gm8582,14[+]19127800-19132109,0,0,0,0,0,0,0,0,0
Wfdc13,2[+]164685107-164687706,0,0,0,0,0,0,0,0,4
Got1,19[-]43499752-43524605,1221,2917,928,662,580,297,237,328,467
Cutc,19[+]43752996-43768638,246,486,88,196,96,59,208,185,428
Entpd7,19[+]43689672-43733697,243,336,197,175,257,110,211,115,335
Dnmbp,19[-]43846821-43940191,789,1596,648,324,1046,447,831,341,785
Abcc2,19[+]43782192-43840740,43,47,10,50,12,10,15,164,12
Cyp2c44,19[-]44005022-44029208,0,4,0,0,0,0,6,142,6
Cpn1,19[-]43956307-43986556,0,6,0,0,0,0,0,255,0
Cog1,11[+]113649169-113667054,1856,3762,1910,700,2154,1789,1478,486,1081
Cbx1,11[+]96789127-96808640,667,308,186,1068,303,180,721,502,1852
Vmn2r62,7[-]42764438-42793496,0,0,0,0,0,0,0,0,0
Cdk5rap3,11[-]96907426-96916496,1641,3472,1778,936,2180,2519,1472,1105,1077
Gm24252,19[-]25166085-25166216,0,0,0,1,0,0,0,0,0
Ctsl,13[-]64359337-64370890,7099,8072,679,7134,1425,1161,9538,1385,6461
Sfxn1,13[+]54071869-54108342,8110,16456,3161,9947,2804,1403,5222,2982,6667
Gm26397,8[-]126944847-126944980,8,12,2,5,7,2,7,2,12
Gm36990,3[-]32371578-32372989,0,0,0,0,0,0,0,0,0
Pdcd5-ps,1[-]189277443-189277823,0,5,1,3,2,3,5,17,13
Gm8242,18[-]37652433-37654172,1,2,0,12,0,0,3,0,1
Olfr598,7[+]103323568-103329888,0,0,0,0,0,0,0,0,0
Gm38182,18[+]37823879-37840382,0,17,0,0,13,25,0,8,7
Drd1,13[-]54051183-54055705,51,27,0,61,4,4,23,10,42
Olfr584,7[+]103081885-103088315,0,0,0,0,0,0,0,0,0
Pnp2,14[+]50955992-50964749,710,785,29,300,59,67,685,200,418
Gm43672,3[-]22074412-22076142,553,591,374,601,74,89,157,279,171
Gm42518,5[-]108364037-108364974,0,2,0,6,0,0,0,0,0
Gm42911,5[-]88803594-88805223,0,0,0,0,0,0,0,0,0
4933401H06Rik,3[-]135833701-135840269,0,0,0,0,0,0,0,0,0
Gm23370,1[+]127331812-127331941,0,0,0,0,0,0,0,0,0
Gm42765,5[+]30529457-30543830,16,0,0,12,0,0,20,10,14
Gm8365,5[-]106738117-106738764,0,0,1,0,0,0,0,1,0
Mir6902,1[+]93346092-93346155,1,1,1,1,1,1,1,0,1
Gm7652,5[-]87351480-87364818,0,0,0,0,0,0,0,3,0
Gm28114,15[-]75349006-75351181,0,0,0,0,0,0,0,0,0
Gm11997,11[-]10376770-10377082,0,0,0,0,0,0,0,0,0
Gm42719,5[+]6358836-6359190,0,0,0,0,0,0,0,0,0
Gm40414,6[-]68734181-68734661,12,3,1,1,3,0,0,4,1
AC025913.5,10[+]78487056-78498353,0,0,0,0,0,0,0,0,0
AC152979.5,10[+]51526340-51531161,6,0,8,11,0,0,14,8,21
AC159251.3,12[-]60423407-60424136,0,0,0,0,0,0,0,0,0
AC164567.5,10[+]88602472-88605340,2,0,0,0,0,0,0,2,0
AC135360.1,10[-]121199141-121202649,0,0,0,0,0,0,0,0,0
AC158605.2,10[+]82164247-82166784,4,0,0,2,0,0,3,2,22
Sparc,11[-]55394500-55423183,66868,113885,60311,90843,52781,112931,178916,37234,63529
AC153361.2,10[+]102683265-102694569,0,0,0,0,0,0,0,0,0
CAAA01115014.1,10[+]67423994-67425251,0,2,0,0,0,0,0,0,0
AC134457.2,10[-]107058523-107059349,0,0,0,3,0,0,0,0,0
Mief2,11[+]60728398-60732951,1235,2849,1721,1171,731,906,755,387,585
Gm13205,4[-]148947492-148948914,32,88,44,6,87,24,14,14,10
4930511M06Rik,18[-]57373455-57552397,0,0,0,12,0,0,8,0,0
Gm15510,7[-]5046949-5057116,40,56,4,57,24,12,49,50,58
Tmem167-ps1,7[-]13719693-13719906,0,0,0,0,0,0,0,0,0
Gm15609,15[-]89520096-89523677,6,17,3,19,0,16,7,6,27
Gm13620,2[+]60125096-60125819,0,6,15,9,4,6,8,4,8
C030005K06Rik,18[-]50042730-50053844,11,9,3,6,0,2,0,2,13
Rapgef3os1,15[+]97760408-97766961,0,5,0,3,0,0,0,0,3
Gm28848,Y[-]9462449-9477366,0,0,0,0,0,0,0,0,0
AC153930.1,10[+]113113389-113117926,0,0,0,0,0,0,0,0,0
Gm28948,Y[-]51978428-51981771,0,0,0,0,0,0,0,0,0
Gm28145,Y[-]8357996-8358375,0,0,0,0,0,0,0,0,0
Gm29582,Y[-]30706533-30738561,0,0,0,0,0,0,0,0,0
Gm29572,3[+]104706585-104710910,0,0,0,0,0,0,0,0,0
Gm29264,5[-]149234816-149247682,5,12,0,4,6,2,12,4,3
Gm21771,Y[+]27179288-27179983,0,0,0,0,0,0,0,0,0
Gm29003,Y[+]66756992-66761183,0,0,0,0,0,0,0,0,0
Oas1f,5[+]120847367-120857986,0,0,0,0,0,0,4,0,0
Crabp2,3[+]87948666-87953376,6,0,0,4,5,0,2,3,2
Lysmd1,3[+]95134088-95139518,346,807,297,294,409,261,346,291,449
Chchd3,6[-]32790976-33060260,6506,10433,5944,6701,2600,2101,4111,2696,2946
AC159293.2,12[-]28320635-28321058,0,0,0,0,0,0,0,0,0
Csgalnact2,6[-]118107452-118139140,86,50,6,887,20,2,460,399,1385
Gm7972,9[+]75468616-75486681,7,1,0,9,0,0,13,8,23
AC151904.3,10[-]85764586-85765762,0,0,0,0,0,0,0,0,0
Fam207a,10[-]77486661-77515785,1455,3623,2024,582,2777,2096,1055,871,1042
Gm43230,5[-]69263585-69265713,0,0,0,0,0,0,0,0,0
Gm38373,5[+]132796153-132796440,0,0,0,0,0,0,0,0,0
1700023G09Rik,1[+]186926933-186930112,0,0,0,0,0,0,0,0,0
Guca2b,4[-]119656607-119658954,16,13,6,2,21,8,10,15,9
Gm43151,5[-]149423363-149425099,0,0,0,0,0,0,9,0,4
Gm43482,5[+]129964366-129966226,0,0,0,8,0,0,2,0,4
Gm42458,6[-]127325489-127325857,0,0,0,0,0,0,0,0,0
Gm32780,5[+]76043098-76055899,0,0,0,0,0,0,0,0,0
Lpcat4,2[+]112239468-112247111,745,1576,863,131,1660,760,250,300,558
Chil4,3[-]106201490-106219507,0,0,0,3,0,0,0,0,3
Emc4,2[-]112363011-112368027,2828,3592,2243,2602,1288,1804,2648,1048,1751
Slc12a6,2[+]112265825-112363163,2113,1444,357,823,742,132,1010,809,3758
Nop10,2[+]112261926-112263269,3907,5837,631,2640,887,649,2981,1740,2291
Katnbl1,2[+]112379211-112414240,85,94,71,490,66,41,127,231,902
Gm43101,5[+]75727605-75735967,0,0,0,0,0,0,0,0,0
Olfr1469,19[+]13407849-13414540,0,0,0,0,0,0,0,0,0
CR974485.5,12[-]38906055-38906953,0,0,0,0,0,0,0,0,0
Myo5c,9[+]75232020-75305451,137,272,141,150,50,56,192,34,97
AC173209.1,13[-]6925283-6925851,0,0,0,0,0,0,0,0,0
Rfwd3,8[-]111270944-111300222,813,451,130,910,169,49,704,409,1467
Caskin1,17[+]24488783-24508905,30,65,68,13,56,78,22,21,33
Spata2l,8[-]123229801-123236233,297,691,291,106,520,302,263,120,214
Lgi3,14[+]70530821-70538323,14,18,38,13,24,68,69,15,9
Gm24458,3[+]151608343-151608449,0,0,0,0,0,0,0,0,0
Gm12862,4[-]118999660-119000485,0,0,0,0,0,0,0,0,0
Mir743,X[-]66776757-66776818,0,0,0,0,0,0,0,0,0
Gm5941,X[+]92489949-92490681,0,0,0,0,0,0,0,0,0
Gm26400,4[+]58938025-58938109,0,0,0,0,0,0,0,0,0
Olfr481,7[+]108079855-108085824,0,0,0,0,0,0,0,0,0
Fra10ac1,19[-]38188481-38224138,321,440,248,699,172,123,378,329,743
Gm15803,16[+]38813990-38814383,0,0,0,0,0,0,1,0,0
Gm42616,5[-]51875419-51879602,0,0,0,0,0,0,0,1,0
Psg26,7[-]18474582-18484177,0,0,0,0,0,0,0,0,0
Psg25,7[-]18519702-18532269,0,0,0,0,0,0,0,0,0
Zfr2,10[+]81233155-81252123,116,178,136,37,200,117,97,69,105
Dip2c,13[+]9276528-9668928,413,511,78,365,164,51,537,209,672
Gm2200,X[+]29012994-29046381,0,0,0,0,0,0,0,0,0
BC016548,2[-]103377643-103389044,0,0,0,0,0,0,0,0,0
Psg27,7[-]18556514-18567305,0,0,0,0,0,0,0,0,0
Gm4879,7[+]13178903-13180174,0,0,0,3,0,0,3,0,0
Pdpr,8[+]111094630-111137074,778,384,77,397,73,6,545,58,620
Pcgf3,5[+]108461232-108506976,1207,1805,650,1212,682,474,1323,486,1512
Pik3c3,18[+]30272747-30348126,1075,1118,460,629,681,374,1022,527,1257
Hacd3,9[-]64986983-65021693,1121,605,204,1128,213,127,1156,581,1885
Adamts8,9[+]30942562-30963838,28,56,21,16,29,16,20,22,22
St14,9[-]31089402-31131853,664,1381,617,20,1287,76,83,323,273
Aplp2,9[-]31149557-31211815,26418,19782,7852,36195,9914,9663,50082,16704,32574
Trpc6,9[+]8544142-8680741,0,0,1,36,0,0,25,2,35
Jam3,9[-]27097384-27155421,797,1411,440,485,954,362,725,250,1135
Spata19,9[+]27396800-27401785,0,0,0,0,0,0,0,0,0
Snx19,9[+]30427108-30466733,1273,1430,372,397,468,257,790,688,651
Vmn2r-ps77,7[+]85821939-85822258,0,0,0,0,0,0,0,0,0
1700128F08Rik,9[+]8221889-8241987,0,0,0,0,0,0,0,0,0
AC156164.2,9[-]78942338-78943636,0,0,0,0,0,0,0,0,0
Rnpepl1,1[+]92910783-92924384,5785,16394,9557,2752,9474,14058,6297,2687,2904
Ndufa10,1[-]92439010-92473860,11695,20989,8844,12968,3875,5405,9021,5614,5296
Olfr1065,2[-]86443958-86450591,0,0,0,0,0,0,0,0,0
Gm10704,3[-]88576410-88577139,0,0,1,7,0,5,0,0,3
4933402J10Rik,5[-]59963119-59986004,0,0,0,0,0,0,0,0,0
Spc24,9[-]21755442-21760303,173,203,187,120,390,59,98,73,100
Zfp872,9[+]22188090-22202123,21,18,0,51,15,9,110,21,136
A230072I06Rik,8[+]12278819-12280657,0,0,0,0,0,0,0,0,0
Eif2ak3,6[+]70844515-70905245,1271,1700,598,556,1026,405,998,207,1385
Gins3,8[+]95633453-95645060,66,118,30,97,75,16,58,140,197
Rbl2,8[+]91070057-91123844,1239,980,541,1280,517,231,1428,706,2809
Aktip,8[-]91111784-91199976,781,658,244,1189,138,191,1195,848,1420
Sall1,8[-]89027235-89044162,0,2,2,4,0,0,6,4,4
Snx20,8[-]88626563-88636128,1495,2394,2101,104,3815,591,444,919,1271
Brd7,8[-]88331039-88362194,2152,2993,668,2048,887,388,1921,1541,2623
Nkd1,8[+]88521354-88594884,487,1178,626,229,546,2424,776,303,291
As3mt,19[+]46707443-46741095,575,793,295,559,302,184,464,340,490
Rpl35-ps1,2[-]66447036-66447407,1,0,0,1,0,0,0,0,0
Slc38a1,15[-]96571418-96642913,1698,1571,255,65,1032,30,217,558,2285
Ssxb2,X[-]8454345-8461726,0,0,0,0,0,0,0,0,0
Cyp17a1,19[-]46667165-46672974,0,0,0,0,0,0,0,18,0
Gm12859,4[-]118490782-118497642,0,0,0,0,0,0,0,0,0
Gm26790,7[+]35772378-35779168,0,0,0,0,0,0,0,17,18
Gm26791,14[+]118363732-118384768,0,0,0,0,0,0,0,0,0
Klrc3,6[-]129639064-129643337,0,0,0,0,0,0,7,0,14
Ighv2-8,12[-]113877375-113877794,0,0,0,0,0,0,0,0,0
2810029C07Rik,12[-]111572317-111574402,20,15,11,13,6,21,42,16,38
Gm14918,X[-]117310241-117310508,0,0,0,0,0,0,0,0,0
Gm28677,Y[-]73337918-73348642,0,0,0,0,0,0,0,0,0
Gm18830,5[+]21124017-21125412,0,0,0,0,0,0,0,0,0
Plxnc1,10[-]94790866-94944835,721,346,129,143,326,19,179,367,2006
Gnpda2,5[-]69573108-69592340,245,334,43,542,47,33,426,286,1076
Guf1,5[+]69556923-69575973,369,174,127,1124,55,43,340,473,823
Pou6f1,15[-]100575318-100599984,1144,2616,1129,678,929,418,1138,734,1276
Ube2n,10[+]95515145-95545657,759,781,306,1500,321,235,1273,810,1847
Chrna9,5[+]65934921-65977326,4,10,2,0,13,0,0,10,2
Rhoh,5[+]65861213-65896700,1761,2248,1057,61,1848,70,161,1235,1721
Apbb2,5[-]66298703-66618784,517,822,214,943,256,283,979,76,915
Nsun7,5[+]66259897-66298026,12,15,0,0,4,0,4,13,32
Tfcp2,15[-]100502799-100552008,370,618,216,290,329,166,603,155,554
Tob2,15[-]81848270-81858326,3489,6551,3636,2871,3611,2878,2826,567,3094
Ube2k,5[+]65537233-65598988,1955,2055,460,3317,335,254,2058,1329,2657
Pds5a,5[-]65605721-65698273,815,411,93,2003,170,73,1360,223,1731
Gm26401,X[+]7229775-7229850,0,0,0,0,0,0,0,0,1
Gm42983,5[+]44224510-44225324,0,0,0,0,0,0,0,0,0
Gm42700,3[-]104095444-104097880,0,0,0,0,0,0,0,0,0
Gm26404,3[-]37802544-37802652,0,0,0,0,0,0,0,0,0
Omg,11[-]79500982-79504084,0,6,2,1,0,2,0,7,2
Gm8069,5[-]54651968-54652121,1,1,1,0,0,0,0,2,0
Mir7214,17[-]27317035-27317095,0,0,0,0,0,1,0,0,0
Gm43828,5[+]24232409-24233047,0,0,0,0,0,0,0,0,0
Gm43127,9[-]110893111-110895899,21,27,38,29,58,16,8,5,89
Ckb-ps1,17[-]53940979-53942105,0,0,0,0,0,1,0,0,0
Gm43861,3[+]146038445-146039840,0,0,0,0,0,0,0,0,0
AC157822.1,12[-]69361179-69361258,1,1,544,1,1,1,1,506,1
Rpl21-ps11,3[-]96666503-96666982,17,18,21,25,31,14,4,63,50
Ube2u,4[+]100478849-100550147,0,0,0,0,0,0,0,0,7
Gm26408,2[-]71999666-71999792,0,0,0,0,0,0,0,0,0
Gm26409,9[+]111075394-111075456,0,0,0,0,0,0,0,0,0
Gm26410,4[-]94434224-94434484,0,0,0,0,0,0,0,0,0
AF357425,12[+]109636012-109636084,0,0,0,0,0,0,0,0,0
Gm26411,5[-]118148788-118148894,0,0,0,0,2,0,1,0,0
Gm26412,1[-]171732060-171732114,0,0,0,0,0,0,0,0,1
Dmrta1,4[+]89679436-89694772,2,3,0,3,8,0,0,8,29
Fam19a4,6[-]96831203-97060413,0,0,0,0,0,0,0,0,0
Mir6413,10[-]20297581-20297688,0,0,0,0,0,0,0,0,0
Gm26414,7[+]122446858-122447126,0,0,0,0,0,0,0,0,0
Gm26415,X[-]109115225-109115516,0,0,0,0,0,0,0,0,0
Fam89b,19[-]5728087-5729653,1986,4438,2804,565,1588,2407,1605,456,373
Mir6385,9[+]58221150-58221254,0,0,0,0,0,0,0,0,0
Gm11681,11[-]112792731-112799008,0,0,0,0,0,0,0,0,0
Gm11691,11[+]114251843-114253127,0,0,0,0,0,0,0,0,0
Klk6,7[+]43824499-43832030,0,0,0,0,0,0,0,0,0
Fut1,7[+]45617289-45621059,8,0,11,0,21,0,0,0,6
Eps15,4[+]109280268-109387817,1171,769,109,1683,258,81,1527,902,3761
Angptl3,4[+]99030954-99046111,32,8,0,99,0,0,89,571,73
Atg4c,4[+]99193934-99259787,145,132,80,495,58,45,204,135,494
Drc1,5[+]30281388-30366695,42,35,0,0,13,0,7,10,12
Dock7,4[-]98936671-99120915,541,486,145,662,184,196,981,190,958
Rnf11,4[-]109451098-109484728,1877,4530,2887,13776,831,1913,2362,3472,6416
Gm12693,4[+]94935621-94936103,56,34,4,77,8,6,49,50,78
Cobll1,2[-]65088339-65239403,913,1294,269,1331,335,266,1081,516,1923
Gm7820,X[-]132888108-132889159,0,0,1,0,0,0,0,0,0
D11Bhm181e,11[-]78561319-78561600,2,0,0,0,0,0,0,2,2
Calr4,4[+]109234485-109254571,5,32,0,7,0,18,9,2,0
Osbpl9,4[-]109061145-109202272,4815,2495,252,4190,297,187,4275,1803,4759
Sidt2,9[-]45937857-45955258,10604,24942,10885,3389,10850,9880,6408,3017,4996
Gm13409,2[-]24261830-24266338,0,0,0,0,0,0,0,0,0
Gm12321,11[-]71057166-71057969,0,0,0,0,0,0,0,0,0
Gm14405,2[-]176851851-176855548,0,0,0,5,0,0,0,5,13
AC122335.2,10[+]92644091-92651734,0,0,0,0,0,0,0,0,0
