st_gene_id	gene_id	gene_symbol	exp_I_0_1	exp_I_0_2	exp_I_0_3	exp_I_2_1	exp_I_2_2	exp_I_2_3	exp_I_7_1	exp_I_7_2	exp_I_7_3
G10090_310	545253	Gm5820	0.14	0.14	0.08	0	0.15	0.11	0.08	0.11	0.22
G10090_9311	213311	Fbxl21	0.46	0.39	0.46	0.41	0.43	0.35	0.97	1.2	1.04
G10090_17922	140491	Ppp1r3a	0	0	0	0	0	0	0	0.02	0
G10090_23657	52615	Suz12	17.54	17.44	17.71	16.54	16.23	18.02	7.15	7.05	7.34
G10090_27928	54670	Atp8b1	2.81	3.09	3.42	3.54	3.48	3.53	10.73	11	10.44
G10090_8229	56322	Timm22	6.94	6.13	5.97	5.96	6.26	7.75	5.41	4.76	4.94
G10090_31709	80889	Tlnrd1	13.71	13.19	15.06	7.53	7.81	7.25	8.35	8.81	8.81
G10090_31451	81840	Sorcs2	2.36	2.45	2.65	0.31	0.48	0.29	5.92	7.2	5.79
G10090_9342	99010	Lpcat4	15.87	14.47	13.13	13.23	12.86	13.98	6.93	7.32	8.26
G10090_23098	665700	Hmcn2	0.05	0.05	0.05	0.01	0.02	0	0.04	0.01	0.05
G10090_30726	12571	Cdk6	1.32	1.55	1.41	0.36	0.4	0.33	0.89	0.84	1.11
G10090_25763	76895	Bicd2	29.67	30.7	33	19.09	18.62	19.25	18.84	18.59	19.2
G10090_18251	14137	Fdft1	18.05	19.93	19	22.14	21.23	22.9	27.1	23.48	25.76
G10090_29739	18417	Cldn11	0	0	0	0.33	0.2	0.19	0.19	0.29	0.29
G10090_5701	79263	Trim39	5.94	6.56	6.21	5.76	5.32	5.94	5.56	5.57	5.74
G10090_23896	210925	Ints9	11.58	12	10.61	14.33	14.27	14.13	10.73	10.96	11.73
G10090_4365	214854	Neurl3	0.07	0.05	0.02	0.02	0.04	0.05	0.02	0.04	0
G10090_21138	75717	Cul5	13.55	16.22	15.88	13.74	12.62	12.16	10.84	10.54	12.01
G10090_4527	235534	Pxylp1	11.71	10.58	11.7	9.98	9.18	10.6	8.56	8.74	8.43
G10090_6601	12370	Casp8	15.15	15.88	15.48	7.51	9.06	8.07	10.33	10.07	9.38
G10090_3835	12231	Btn1a1	0.02	0	0	0	0.02	0	0	0	0.04
G10090_10241	13386	Dlk1	16.53	14.41	15.94	18.09	18.69	15.66	26.78	29.44	21.9
G10090_9752	75725	Phf14	8.28	8.44	8.51	7.4	8.37	8.16	7.35	7.85	7.5
G10090_2657	108017	Fxyd4	0.04	0.07	0	0.08	0.15	0.14	0	0.07	0.08
G10090_26549	93670	Tac4	0	0	0.05	0	0.1	0	0.1	0	0.06
G10090_13242	80292	Zxdc	15.06	16.2	14.13	7.21	7.12	6.71	9.68	9.8	9.7
G10090_32600	623781	Gm14137	0.13	0.12	0.13	0	0.1	0.1	0.09	0.15	0.17
G10090_10616	140709	Col26a1	0	0	0	0	0	0	0	0.03	0.03
G10090_8420	12455	Ccnt1	10.71	11.95	12.33	12.21	12.21	10.37	8.43	8.59	9.04
G10090_20114	66090	Ypel3	17.17	18.44	17.57	39.18	43.23	43.73	78.22	84.09	78.14
G10090_13183	67119	Ccdc159	0.91	0.93	1.18	2.17	2.28	1.88	2.99	2.91	2.86
G10090_12923	16889	Lipa	20.46	20.37	20.59	23.26	25.17	24.06	43.14	45.53	38.7
G10090_33903	231440	Parm1	28.29	29.14	30.65	13.78	12.88	12.89	5.05	6.04	6.77
G10090_11450	270066	Slc35e1	20.53	20.33	19.91	18.02	19.77	19.68	12.7	11.87	13.47
G10090_15808	64103	Tnmd	8.24	7.1	8.33	4.32	4.18	4.3	25.84	22.43	22.43
G10090_31413	12904	Crabp2	0.94	0.84	0.89	7.02	6.67	9.16	3.84	3.37	4.3
G10090_6339	22793	Zyx	816.45	809.67	798.64	240.46	251.92	214.21	254.6	255.65	277.71
G10090_2351	75812	Tasp1	3.24	2.98	3.73	5.19	7.32	6.59	3.17	3.47	2.89
G10090_16791	239435	Aard	0.09	0.14	0.19	0.1	0.14	0.32	0.09	0	0
G10090_28216	18538	Pcna	96.36	93.13	95.59	98.06	100.83	109.64	31.77	27.07	24.85
G10090_3497	244886	Tmem266	0.22	0.06	0.19	0.16	0.13	0.23	0.1	0.05	0.03
G10090_11785	319262	Fchsd1	2	2.08	2.2	1.73	1.91	2.21	3.62	3.64	3.64
G10090_20768	16873	Lhx5	0	0	0	0	0	0	0	0.02	0.02
G10090_14509	27998	Exosc5	14.16	11.04	12.34	19.42	16.63	18.91	9.52	8.12	9.29
G10090_22842	229715	Amigo1	1.12	0.96	0.91	1.39	1.56	1.77	2.63	2.8	2.97
G10090_8622	102640444	Gm36504	0.23	0.07	0.08	0.35	0.28	0.06	0.36	0.47	1.03
G10090_15307	13840	Epha6	0.02	0.02	0	0.07	0.05	0.04	0.03	0.02	0.01
G10090_3819	77945	Rpgrip1	0.15	0.11	0.11	0.1	0.09	0.08	0.12	0.08	0.05
G10090_7921	69306	Efcab9	0.19	0.2	0.15	0.05	0.05	0	0.05	0.05	0.11
G10090_13644	56437	Rrad	2.66	2.83	2.83	0.36	0.75	0.51	1.66	1.83	1.9
G10090_6901	74480	Samd4	21.43	20.66	21.82	6.03	5.33	5.98	11.33	11.63	11.33
G10090_16015	22408	Wnt1	0.05	0.03	0	0	0.03	0	0	0	0
G10090_25401	114644	Slc13a3	0.11	0.11	0.15	0.04	0.02	0.02	0.07	0.09	0.02
G10090_25776	22235	Ugdh	115.68	116.05	123.42	164.03	146.81	155.77	82.33	79.34	78.64
G10090_6051	381413	Gpr176	24.17	25.29	25.9	2.59	2.12	2.03	17.2	17.93	18.17
G10090_4174	103135	Pan2	3.18	3.05	3.23	3.66	3.83	3.28	3.2	3.93	2.98
G10090_29304	18534	Pck1	0	0	0	0	0	0	0.18	0.34	0.25
G10090_15415	109077	Ints5	19.9	20.78	20.69	22.42	22.11	22.42	12.37	11.93	11.65
G10090_18518	117198	Ivns1abp	35.88	35.52	36.65	31.82	29.61	30.27	14.1	13.91	12.4
G10090_14632	269854	Nat14	2.47	2.76	2.51	1.46	2.02	1.85	2.15	2.1	1.41
G10090_20538	78405	Ntf5	0.52	0.3	0.4	0.14	0.31	0.03	0.5	0.7	0.39
G10090_33942	67608	Narf	3.33	4.26	3.53	4.89	4.94	4.48	8.24	8.57	8.17
G10090_55	621580	Gm21953	0.18	0.11	0.11	0	0.24	0	0.88	0.1	0.37
G10090_1062	11975	Atp6v0a1	21.61	20.6	19.4	32.35	31.19	29.38	27.22	28.4	29.34
G10090_29137	59308	Emcn	0.21	0.26	0.3	0.09	0.09	0.13	0	0.04	0
G10090_14370	56293	Slc35g3	0.2	0.17	0.12	0.21	0.17	0.37	0.2	0.29	0.23
G10090_1374	53381	Prdx4	92.09	85.76	89.33	87.85	94.15	94.29	64.61	62.39	55.74
G10090_12892	17169	Mark3	22.98	24.83	24.05	28.45	25.44	27.84	19.91	20.26	20.42
G10090_23036	17916	Myo1f	0	0.03	0.03	0.05	0	0.06	0.48	0.21	0.17
G10090_19351	102954	Nudt10	0.11	0.14	0.17	0.15	0.12	0.24	0	0.05	0.08
G10090_5849	20637	Snrnp70	113.4	117.87	107.26	119.19	116.05	124.38	66.34	63.56	70.19
G10090_13718	105245	Txndc5	277.01	282.64	270.3	290.3	299.2	309.13	218.01	200.82	206.38
G10090_22511	246787	Slc5a2	0	0	0	0	0	0	0	0.03	0
G10090_11226	78541	Asb8	14.36	14.1	14.82	16.08	16.09	15.75	14.69	11.45	12.65
G10090_32842	235345	4833427G06Rik	1.3	0.64	1.78	0.36	0.35	0.61	1.56	1.05	1.65
G10090_14362	19085	Prkar1b	12.22	11.45	11.59	2.32	2.49	2.75	7.08	5.79	5.97
G10090_19147	14470	Rabac1	59.61	54.93	52.18	73.63	64.23	63.89	111.76	93.37	92.68
G10090_31881	226849	Ppp2r5a	13.47	12.36	13.03	14.12	14.64	14.39	19.65	22.22	18.68
G10090_6942	102631805	LOC102631805	0	0	0	0	0	0	0	0.01	0
G10090_14605	19200	Pstpip1	2.46	2.54	2.44	0.36	0.22	0.45	1.36	1.15	1.32
G10090_14921	70110	Ifi35	6.34	6.05	5.96	11.28	8.96	10.14	16.87	11.56	10.7
G10090_24499	76983	Scfd1	28.02	28.29	28.22	22.8	24.65	25.79	24.03	20.11	23.15
G10090_23746	67615	Ube2r2	46.45	44.54	46.27	42.7	43.9	44.45	59.67	60.89	60.11
G10090_18022	108168307	Gm46567	0.21	0.22	0.11	0.11	0.05	0	0.21	0.11	0.29
G10090_1125	210293	Dock10	0.44	0.53	0.59	1.73	1.62	1.48	3.41	4.21	3.59
G10090_8860	16709	Ktn1	17.38	19.05	18.25	24.86	23.81	28.05	11.96	13.06	10.99
G10090_3075	15569	Elavl2	0.33	0.28	0.26	0.16	0.11	0.29	0.06	0.08	0.17
G10090_11397	67082	ccdc198	0	0	0	0	0	0	0	0.03	0
G10090_5558	26364	Adgre5	22.53	20.31	21.13	6.45	6.85	6.5	24.08	24.12	23.31
G10090_5253	21844	Tiam1	9.23	9.77	9.69	4.59	4.79	4.51	7.15	6.96	6.67
G10090_20308	22194	Ube2e1	27.97	28.65	27.68	24.8	23.33	22.52	21.41	20.01	20.33
G10090_1715	243764	Chrm2	0	0.01	0	0	0.1	0.03	0.03	0.03	0.13
G10090_8959	11838	Arc	0.89	0.89	1.16	3.01	2.63	2.99	3.62	3.58	2.85
G10090_4781	54486	Hpgds	0.02	0	0.04	0.02	0.04	0	0.12	0.07	0.2
G10090_23946	69861	2010003K11Rik	0.05	0	0	0.22	0.16	0.05	0.21	0.22	0.36
G10090_20812	69976	Galk2	19.73	18.97	16.17	13.74	14.32	13.34	31.51	28.02	27.11
G10090_696	20535	Slc4a2	42.35	39.21	40.45	22.94	24.13	24.27	36.43	35.31	36.41
G10090_11844	17210	Mcl1	40.39	38.75	41.43	42.03	42.23	43.66	48.4	49.21	47.77
G10090_26011	227715	Exosc2	18.24	15.89	19.32	16.39	17.05	17.7	6.72	6.57	7.33
G10090_21514	16665	Krt15	0	0.07	0	0	0.04	0.04	0.03	0	0
G10090_2812	74360	Cep57	8.81	9.13	9.23	8.15	7.67	8.82	5.17	6.17	5.4
G10090_24617	12061	Bdkrb1	0.37	0.24	0.28	0.62	0.28	0.7	0.14	0.19	0.05
G10090_11300	20963	Syk	2.95	3.63	3	0.59	0.55	0.61	1.16	1.03	1.13
G10090_10131	394435	Ugt1a6b	2.42	2.25	1.86	5.42	4.43	4.61	6.44	7.39	6.07
G10090_9352	66853	Pnpla2	8.49	8.21	7.48	48.24	44.13	30.89	79.2	128.43	109.57
G10090_996	14587	Gfra3	0	0.03	0	0	0	0	0	0	0
G10090_1736	72068	Cnot2	25.14	27.41	26.19	25.47	26.8	25.58	21.44	20.69	19.11
G10090_2695	224105	Pak2	27.01	27.88	29.06	20.55	19.89	20.37	19.85	19.37	19.31
G10090_33683	26446	Psmb3	132.06	114.11	121.21	121.31	120.84	121.57	86.88	76.56	78.58
G10090_27168	108167614	Gm46084	0.69	0.66	0.64	1.02	0.69	0.59	0.52	0.67	0.75
G10090_3950	71955	Ist1	26.09	27.32	28.95	28.95	27.47	28.64	25.73	26.73	24.45
G10090_7583	245670	Rragb	0.23	0.35	0.33	0.11	0.05	0.1	0.15	0.13	0.09
G10090_26210	69168	Bola1	7.04	6.69	6.48	9.5	9.21	8.13	7.58	6.6	4.65
G10090_1432	16897	Llgl1	17.91	17.84	17.72	21.8	21.86	21.07	19.95	19.36	19.32
G10090_6078	66610	Abi3	0.64	0.64	0.69	0.36	0.19	0.47	0.72	0.91	0.99
G10090_11282	218914	Wapl	16.78	18.01	17.42	15.72	16.36	16.35	10.7	11.01	12.01
G10090_21527	381845	Rnf225	0.34	0.28	0.44	0.6	0.4	0.71	0.13	0.14	0.22
G10090_28473	12813	Col10a1	0.8	0.95	0.92	0.19	0.15	0.13	0.19	0.21	0.12
G10090_17752	20598	Smpd2	6.83	6.23	6.63	12.98	13.72	13.19	10.68	10.7	10.55
G10090_24333	66204	Acyp1	6.96	6.93	4.33	9.68	7.65	6.31	7.99	8.19	7.26
G10090_23706	17385	Mmp11	18.76	17.57	17.4	6.25	7.45	7.19	83.86	102.91	83.83
G10090_3766	223669	Zfp7	3.1	3.53	3.26	1.15	1.42	1.39	1.51	2.1	1.9
G10090_15540	16594	Klc2	10	9.3	10	7.08	7.56	7.29	5.62	6.07	5.71
G10090_12639	54427	Dnmt3l	4.31	3.12	2.54	0.94	1.24	1.68	2.01	1.25	2.04
G10090_32713	245263	Gm4981	0	0	0	0.03	0	0	0	0	0
G10090_8237	75619	Fastkd2	7.32	7.33	7.59	5.6	5.87	5.95	5.62	5.66	4
G10090_15207	239790	Ostn	0.1	0.1	0.2	0.15	0.05	0	0.68	1.43	1.04
G10090_22564	24030	Mrps12	29.5	34.24	31.06	32.9	33.55	30.92	23.14	23.12	19.27
G10090_23680	93705	Pcdhgb8	0.57	1.02	0.61	0.37	0.79	0.46	0.64	0.59	0.71
G10090_19340	214424	Parp16	2.51	2.18	1.66	1.89	1.83	1.32	2.35	2.84	2.45
G10090_11483	22592	Ercc5	8.1	8.11	8.44	14.96	14.4	15.07	9.98	10.24	9.95
G10090_8443	210544	Tbc1d31	9.68	10.59	9.38	5.89	6.15	6.26	6.78	6.12	6.16
G10090_17845	94067	Mrpl43	28.81	23.35	22.83	26.83	28.31	26.09	20.12	19.31	19.08
G10090_5553	19876	Robo1	4.03	4.28	3.95	7.04	6.45	5.96	3.45	3.4	3.65
G10090_11746	353287	Clec18a	0	0	0	0	0	0	0.03	0	0.04
G10090_26094	12353	Car6	2.16	2.55	1.65	0	0.05	0	1.53	1.54	2.16
G10090_16770	27406	Abcf3	12.8	11.81	11.38	14.27	15.68	15.37	10.87	10.02	10.69
G10090_28138	208768	Sde2	9.28	9.55	9.86	10.42	10.93	10.98	9.09	9.74	9.44
G10090_4562	74890	Morn3	0.06	0.06	0	0	0.07	0	0	0	0
G10090_11390	11950	Atp5f1	93.87	85.95	90.04	95.16	89.48	97.36	68.04	71.01	65.68
G10090_5504	71279	Slc29a3	13.21	13.58	13.79	8.54	8.66	7.45	17.69	18.88	18.06
G10090_4377	108167925	Gm46294	0.1	0.16	0.14	0.58	0.32	0.65	0.27	0.21	0.36
G10090_3035	328370	Rft1	7.45	6.94	7.43	8.67	8.86	9.84	8.55	9.05	8.2
G10090_188	16913	Psmb8	3.77	2.85	3.02	3.19	3.38	1.96	6.16	5.71	7.08
G10090_26818	68918	1190005I06Rik	0	0	0	0.3	0	0.32	0.7	0.69	0.64
G10090_24714	103468	Nup107	23.78	24.92	23.38	16.9	15.45	17.32	6.79	5.89	6.37
G10090_19851	102448	Xylb	2.15	2.39	1.79	2.29	2.21	2.2	1.21	1.42	1.18
G10090_13821	75480	1700003F12Rik	0.18	0.39	0.57	0.1	0	0.09	0.18	0.39	0.62
G10090_12614	240690	St18	0	0	0.01	0	0	0.01	0.01	0	0.01
G10090_25434	215929	Mfsd4b1	0.05	0.11	0.17	0.28	0.16	0.14	0.36	0.32	0.3
G10090_31801	223332	Ranbp3l	0.07	0.04	0	0.03	0.03	0.01	0.1	0.08	0.15
G10090_16596	72621	Pdzd11	45.03	46.53	41.32	41.58	39.27	37.13	34.64	30.75	28.7
G10090_8905	101706	Numa1	26.1	26.59	25.69	26.06	26.76	24.23	25.58	27.19	26.14
G10090_30890	19684	Rdx	48.44	50.72	49.7	40.07	40.66	43.16	37.63	39.04	36.96
G10090_15547	105244402	LOC105244402	0.54	0.51	0.64	0.59	0.72	0.74	0.88	0.78	1.04
G10090_248	14109	Fau	319.5	271.33	283.82	381.14	357.98	390.43	344.78	288.19	279.9
G10090_11003	52331	Stbd1	9.97	10.07	9.94	4.5	4.89	5.9	9.29	8.14	7.52
G10090_582	52662	Ldlrad4	12.57	12.82	12.75	8.07	7.2	7.15	14.11	14.97	14.41
G10090_5114	20739	Spta1	1.62	2.09	1.8	0.87	0.84	0.74	2.37	2.41	2.32
G10090_27918	52123	Agpat5	6.14	5.45	5.98	8.66	8.44	8.82	4.32	4.12	4.21
G10090_19226	213603	Slc44a3	0.66	0.62	0.63	0.84	1.21	0.84	1.94	2.26	2.15
G10090_7813	74479	Snx11	8.2	8.16	7.99	9.13	8.01	9.23	5.42	4.63	5.54
G10090_3344	67472	Mtfr1	17.3	18.07	17.67	14.48	14.34	13.91	12.58	11.8	11.35
G10090_23256	329777	Pigk	20.52	21.49	19.92	20.67	21.07	22.01	22.93	21.1	20.21
G10090_37	72745	Tmem161b	3.55	2.89	3.22	3.37	3.54	4.03	2.48	2.51	2.21
G10090_1212	117146	Ube3b	30.06	28.91	29.01	37.01	35.6	36.56	28.38	29.03	28.27
G10090_7145	271844	Pla2g4f	0	0.03	0.02	0.03	0.02	0	0	0	0
G10090_16604	245638	Tbc1d8b	12.8	13.38	14.14	8.76	8.47	9.55	7.56	7.64	7.4
G10090_15360	55927	Hes6	4.81	4.68	3.79	4.5	5.05	4.92	7.95	7.94	6.58
G10090_30929	102633156	LOC102633156	2.52	2.12	3.93	2.51	2.5	0	1.25	1.39	1.04
G10090_29680	12970	Crygs	0	0	0.1	0.1	0.69	0.39	1.26	0.98	1.14
G10090_5436	236732	Rbm10	15.1	16.07	16.14	18.61	18.84	19.76	10.26	8.98	9.12
G10090_15062	12819	Col15a1	14.39	14.46	15.47	115.75	125.12	114.32	162.51	175.26	172.3
G10090_15395	50706	Postn	655.68	703.41	667.38	870.18	944.51	871.56	2643.08	2569.92	2648.36
G10090_9571	105246839	Gm42061	0	0	0	0.11	0.04	0.04	0	0.06	0
G10090_5734	66634	Mcm8	3.54	3.46	3.64	3	3.26	2.83	0.68	0.54	0.76
G10090_4864	68526	Gpr155	0.39	0.58	0.37	2	2.32	2.05	3.39	3.82	3.66
G10090_6895	241289	Ppp1r26	0.39	0.44	0.35	0.21	0.32	0.34	0.33	0.43	0.39
G10090_3624	26429	Orc5	9.82	8.92	8.97	10.43	10.64	11.67	7.85	7.26	7.13
G10090_16980	434377	Zfp560	1.37	1.2	1.33	1.16	0.99	1.18	1.75	1.8	1.68
G10090_19706	22350	Ezr	2.69	3.41	3.18	3.13	3.02	2.98	3.74	4.12	4.17
G10090_13477	19159	Cyth3	36.07	39.65	37.11	37.47	36.12	36.15	43.47	44.97	41.33
G10090_21815	66501	1700029H14Rik	0.05	0.05	0.05	0.13	0	0.05	0	0	0.05
G10090_8459	230587	Glis1	6.19	5.54	4.89	6.31	6.86	5.79	3.68	3.9	3.37
G10090_29190	209966	Pgbd5	0.12	0.17	0.09	0.34	0.27	0.19	0.04	0.02	0.07
G10090_1123	619517	Esp1	0	0	0.06	0	0	0	0	0	0
G10090_19674	269701	Wdr66	0.23	0.11	0.15	0.25	0.14	0.14	0.79	0.75	0.78
G10090_20253	68194	Ndufb4	40.82	34.53	36.1	34.34	41.16	46.78	39.86	41.24	36.32
G10090_19840	244864	Layn	33.46	34.04	33.74	51.13	53.49	57.34	42.58	36.37	37.1
G10090_28446	226791	Lyplal1	3.19	3.84	3.44	4.53	4.99	5.81	4.96	4.66	4.05
G10090_11937	68737	Angel1	0.97	0.95	1.16	2.31	2.23	2.29	1.45	1.22	1.48
G10090_13634	72828	Ubash3b	2.34	2.45	2.31	1.52	1.58	1.04	0.95	0.78	0.89
G10090_1541	74015	Fcho1	0.07	0.05	0.07	0	0.04	0	0	0.07	0.02
G10090_4262	14854	Gss	14.55	13.48	14.02	13.46	11	12.86	9.35	8.1	8.26
G10090_18811	68431	Fbxl15	1.73	1.65	1.95	2.98	3.6	3.35	2.42	2.42	2.12
G10090_6498	50518	a	0.04	0.19	0.07	0.24	0.2	0.25	0.04	0.2	0.24
G10090_29732	69664	Krtap1-5	0.06	0.13	0	0	0	0	0	0.06	0
G10090_18367	225875	Lrfn4	11.94	10.24	11.61	8.4	8.69	9.16	7.84	7.33	8.11
G10090_13491	218138	Gmds	13.38	15.15	13.61	14.61	14.68	16.98	10.95	10.37	11.98
G10090_32938	229589	Prune1	12.65	13.01	12.15	11.96	11.41	11.44	12.84	11.81	12.16
G10090_19174	67680	Sdhb	47.3	46.05	44.69	43.2	42.27	46.18	40.34	41.23	42.11
G10090_9379	666485	Gm8127	0	0	0	0	0	0	0	0	0.03
G10090_2374	12304	Pdia4	175.64	180.33	177.11	164.63	163.21	162.43	124.2	113.36	122.37
G10090_30141	107368	Pdzd8	16.64	18.73	18.24	11.53	11.97	11.72	12.35	12.24	11.74
G10090_20609	72020	Zfp654	2.91	3.35	3.11	4.19	4.73	4.85	4.34	3.37	3.83
G10090_28649	22342	Lin7b	0	0	0.1	0.1	0.1	0	0.19	0.29	0.53
G10090_11834	237038	Nox1	0.07	0	0.1	0	0	0	0	0	0
G10090_19641	66102	Cxcl16	3.5	2.94	3.4	2.85	3.13	3.34	8.97	7.41	7.83
G10090_18471	74176	Tgm5	0	0	0.02	0	0	0	0	0.02	0
G10090_20386	71903	Ces2f	0.03	0.01	0.01	0.01	0.04	0.01	0.04	0.01	0.01
G10090_27065	67105	Timm21	10.77	10.34	10.4	15.35	15.07	16.94	11.09	11.53	10.19
G10090_20552	66854	Trim35	63.45	62.65	61.5	49.39	49.43	46.44	57.78	59.1	55.82
G10090_20292	68666	Svop	0.26	0.29	0.31	1	0.79	0.73	0.99	0.7	0.86
G10090_27484	243078	Tecrl	0	0.03	0	0	0	0	0	0	0
G10090_2735	11704	Amelx	0.09	0	0	0	0	0	0	0	0
G10090_16179	101568	Vrk3	11.12	10.54	9.33	17.04	15.54	19.55	13.67	13.38	12.33
G10090_1618	212733	Bicdl2	0.09	0.1	0.09	0	0.02	0.03	0	0.02	0
G10090_26679	234728	Cmtr2	2.29	2.67	2.31	2.2	2.97	2.62	1.77	1.59	1.64
G10090_18183	21771	Utp4	31.58	30.8	33.28	32.34	31.63	30.11	17.72	15.62	16.1
G10090_9034	24088	Tlr2	0.72	0.9	0.77	0.53	0.44	0.75	2.53	1.81	2.24
G10090_30516	77035	Kdm8	2.53	2.36	2.44	1.69	1.94	1.9	1.09	1.28	1.04
G10090_1976	232807	Ppp1r12c	21.87	18.79	21.09	20.47	20.81	22.1	17.74	16.2	16.68
G10090_21667	19434	Rax	0	0.08	0.04	0.04	0.04	0	0	0	0
G10090_8242	19645	Rb1	5.96	6.7	6.56	8.43	7.62	7.78	7.56	9.12	8.65
G10090_14846	18087	Nktr	22.9	24.43	23.34	27.15	25.35	25.69	19.08	20.22	20.01
G10090_16222	15446	Hpgd	0.56	0.55	0.21	0.11	0.18	0.07	0.42	0.21	0.51
G10090_15412	70433	Draxin	1.91	1.71	1.71	86.45	81.14	88.47	13.98	12.77	14.06
G10090_4949	665119	Sec14l5	0.01	0.02	0.03	0.1	0.08	0.08	0.1	0.07	0.12
G10090_5594	20744	Strbp	2.5	2.78	2.45	1.02	0.81	0.81	1.08	1.09	1.07
G10090_17414	104601	Mycbpap	0.45	0.19	0.38	0.33	0.24	0.3	0.17	0.56	0.33
G10090_23985	105886298	Cmc4	1.95	1.71	2.65	3.12	2.68	3.2	3.03	3.55	3.22
G10090_423	236643	Sytl5	1.32	1.51	1.52	0.38	0.3	0.45	0.53	0.55	0.58
G10090_16929	13445	Cdk2ap1	138.9	134.3	135.23	89.56	94.63	88.5	73.4	62.42	67.93
G10090_10637	12554	Cdh13	1.58	1.34	1.22	0.74	0.75	0.58	2.39	2.93	3.41
G10090_9227	338355	Fkbp15	13.52	12.61	13.2	18.18	18.65	18.96	16.18	15.04	15.7
G10090_32742	114741	Supt16	26.26	26.36	28.26	24.8	24.32	25.11	15.39	16.5	14.59
G10090_14539	12874	Cpd	20.35	21.87	20.81	23.39	23.93	23.36	16.36	16.83	16.72
G10090_30849	14234	Foxc2	5.38	4.51	5.54	1.83	1.61	1.37	1.84	1.71	1.63
G10090_25280	67157	2610301B20Rik	7.1	6.71	6.81	8.07	8	8.45	9.21	9.45	8.51
G10090_10891	192236	Hps1	9.5	8.65	9.12	12.9	13.56	12.92	11.89	11.47	10.93
G10090_27372	109660	Ctrl	0.07	0.08	0.08	0.15	0	0	0.15	0.15	0.08
G10090_14369	18227	Nr4a2	4.61	3.87	4.62	1.92	1.58	2.08	2.06	1.81	1.85
G10090_22394	13043	Cttn	128.77	132.53	135.54	100.77	98.75	96.67	120.76	120.1	114.69
G10090_16235	319277	Washc4	16.81	19.03	18.07	18.49	17.52	19.22	16.03	16.35	15.41
G10090_1741	242700	Ifnlr1	0.01	0	0.01	0.04	0.03	0.01	0.01	0.01	0.02
G10090_15814	68152	Fam133b	7.79	7.8	8.71	10.32	10.08	13.08	6.9	6.48	5.73
G10090_7683	217588	Mbip	7.55	6.73	7.2	9.17	8.21	7.9	7.23	7.89	7.36
G10090_21926	101869	Unc45a	17.24	15.88	17.21	15.88	15.23	16.08	11.74	10.91	11.34
G10090_21095	76479	Smndc1	24.91	25.12	29.52	19.33	19.54	22.28	14.14	14.89	15.42
G10090_19464	381319	Batf3	0	0.2	0	0	0.1	0.19	0	0	0
G10090_29316	243529	H1fx	12.67	12.43	13.77	11.6	11	10.23	5.32	6.7	5.7
G10090_30288	212090	Tmem60	6.49	7.66	6.66	8.71	7.11	7.39	7.68	6.72	8.03
G10090_20951	12336	Capns1	241.41	219.52	220.23	193.64	214.12	203.43	265.07	243.35	234.81
G10090_21921	109828	C7	0	0	0	2.97	3.71	3.39	4.24	5.29	4.83
G10090_16692	319758	Rfx7	9.48	10.01	9.87	9.89	9.7	9.55	8.13	9.02	8.69
G10090_22096	56209	Gde1	21.34	18.19	20.59	19.67	19.19	19.6	21.19	19.76	19.03
G10090_8149	242747	Zfp933	1.95	2.87	2.51	3.55	3.67	3.65	3.1	2.76	2.79
G10090_18726	232889	Pla2g4c	0.39	0.23	0.33	0.2	0.33	0.42	0.53	0.43	0.48
G10090_6229	13592	Ebf2	7.21	9.09	7.56	7.62	7.72	6.97	6.57	7.33	6.83
G10090_446	73121	Rflna	0.18	0.08	0.07	0	0.11	0.04	0.04	0.11	0.08
G10090_25520	319166	Hist1h2ae	0.75	0.49	0.3	0.74	0.47	0	0.81	1.36	0.87
G10090_32870	56264	Cpxm1	20.27	20.48	17.93	70.01	75.05	89.23	135.49	124.6	121.32
G10090_11872	55982	Paxip1	12.71	12.56	12.57	14.47	13.36	12.66	6.19	8.03	7.13
G10090_1439	192970	Dhrs11	4.68	5.32	4.51	5.49	5.58	6.54	7.53	9.35	8.68
G10090_23130	70788	Klhl30	0.06	0.1	0.02	0	0	0	0.02	0.04	0.02
G10090_14829	69227	Selenot	54.51	55.27	53.91	39.96	41.36	43.94	30.99	28.82	28.8
G10090_21048	73569	Vgll3	87.28	96.55	89.64	79.17	71.77	76.29	59.97	58.19	59.76
G10090_23866	70227	Zfp619	0.41	0.72	0.59	0.86	0.59	0.74	0.53	0.46	0.44
G10090_18978	72699	Lime1	2.62	2.87	2.76	4.03	3.94	4.47	3.95	4.73	4.46
G10090_12323	17907	Mylpf	0.97	0.62	0.77	1	0.83	2.14	0.3	0.54	0.56
G10090_25745	17155	Man1a	23.01	26.81	22.11	130.53	129.35	133.19	56.93	56.49	56.78
G10090_27587	20342	Selenbp2	0.14	0.23	0.08	0.54	0.55	0.29	0.4	0.51	0.53
G10090_104	121022	Mrps6	65.76	51.66	58.78	60.09	55.8	60.11	46.28	35.76	36.98
G10090_12829	68312	Gstm7	2.04	2	1.02	1.42	2.17	1.58	1.53	1.77	1.7
G10090_11195	16998	Ltbp3	44.08	40.59	43.49	79.4	80.61	79.89	88.86	96.64	95.36
G10090_5873	74694	Tbc1d30	0.02	0	0.03	0	0.01	0	0.01	0	0.01
G10090_23193	15415	Hoxb7	6.45	6.95	7.19	4.08	3.44	3.22	5.72	5.38	7.23
