reaction_id,Pathway,lmp_id,gene_name,species_long,gene_symbol,R_lipid,P_lipid
R-HSA-1638104,Ceramide glucosyltransferase (UGCG) catalyses the transfer of glucose to ceramide,LMP001666,UDP-glucose ceramide glucosyltransferase,Homo sapiens,UGCG,UDP-glucose,Glucocerebroside
R-HSA-6785933,UGT8 transfers Gal from UDP-Gal to CERA,LMP002504,UDP glycosyltransferase 8,Homo sapiens,UGT8,ceramide,D-galactosyl-N-acylsphingosine
R-HSA-6785933,UGT8 transfers Gal from UDP-Gal to CERA,LMP002504,UDP glycosyltransferase 8,Homo sapiens,UGT8,UDPgalactose,D-galactosyl-N-acylsphingosine
R-HSA-426032,DAG is metabolized by DAGL to 2-AG,LMP003827,"diacylglycerol lipase, alpha",Homo sapiens,DAGLA,DAG,2-arachidonoylglycerol
R-HSA-426032,DAG is metabolized by DAGL to 2-AG,LMP003827,"diacylglycerol lipase, alpha",Homo sapiens,DAGLA,DAG,FA
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP004411,ELOVL fatty acid elongase 6,Homo sapiens,ELOVL6,Malonyl coenzyme A,3-oxostearoyl-CoA
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP004411,ELOVL fatty acid elongase 6,Homo sapiens,ELOVL6,palmitoyl-CoA,3-oxostearoyl-CoA
R-HSA-5693761,FA2H hydroxylates CERA,LMP004286,fatty acid 2-hydroxylase,Homo sapiens,FA2H,ceramide,2-hydroxyceramide
R-HSA-6814778,GDPD3 hydrolyzes LysoPtdCho,LMP004532,glycerophosphodiester phosphodiesterase domain containing 3,Homo sapiens,GDPD3,1-O-acyl-sn-glycero-3-phosphocholine,GPCho(glycerophosphorylcholine)
R-HSA-6814778,GDPD3 hydrolyzes LysoPtdCho,LMP004532,glycerophosphodiester phosphodiesterase domain containing 3,Homo sapiens,GDPD3,1-O-acyl-sn-glycero-4-phosphocholine,LCFA
R-HSA-8862152,2xHSD17B8:2xCBR4 reduces 3OA-ACP to 3HA-ACP,LMP000461,hydroxysteroid (17-beta) dehydrogenase 8,Homo sapiens,HSD17B8,3-oxoacyl-(acyl-carrier-protein),(3R)-3-hydroxyacyl-(acyl-carrier-protein)
R-HSA-428185,sphinganine + stearyl-CoA => dihydroceramide + CoASH,LMP004527,ceramide synthase 4,Homo sapiens,CERS4,dihydrosphingosine,dihydroceramide
R-HSA-428185,sphinganine + stearyl-CoA => dihydroceramide + CoASH,LMP004527,ceramide synthase 4,Homo sapiens,CERS4,stearyl-CoA,dihydroceramide
R-HSA-4419979,SRD5A3 reduces pPNOL to DCHOL,LMP003856,steroid 5 alpha-reductase 3,Homo sapiens,SRD5A3,polyprenol,dolichol
R-HSA-469659,Testosterone is converted to 5-alpha-dihydroxytestosterone,LMP003856,steroid 5 alpha-reductase 3,Homo sapiens,SRD5A3,Testosterone,5-alpha-dihydroxytestosterone
R-HSA-1675776,"PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers at the plasma membrane",LMP002077,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Homo sapiens,PIP4K2C,PI5P,"PI(4,5)P2"
R-HSA-6811522,"PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers in the nucleus",LMP002077,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",Homo sapiens,PIP4K2C,PI5P,"PI(4,5)P2"
R-HSA-1482533,2-acyl LPC is acylated to PC by LPCAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,2-acyl LPC,PC
R-HSA-1482533,2-acyl LPC is acylated to PC by LPCAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,acyl-CoA,CoA
R-HSA-1482539,1-acyl LPG is acylated to PG by LPGAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,1-acyl LPG,PG
R-HSA-1482539,1-acyl LPG is acylated to PG by LPGAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,acyl-CoA,CoA
R-HSA-1482547,1-acyl LPC is acylated to PC by LPCAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,1-acyl LPC,PC
R-HSA-1482547,1-acyl LPC is acylated to PC by LPCAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,acyl-CoA,CoA
R-HSA-1482635,2-acyl LPG is acylated to PG by LPGAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,2-acyl LPG,PG
R-HSA-1482635,2-acyl LPG is acylated to PG by LPGAT,LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,acyl-CoA,CoA
R-HSA-75885,1-acyl LPA is acylated to PA by AGPAT (LPAAT),LMP005910,lysophosphatidylcholine acyltransferase 1,Homo sapiens,LPCAT1,1-acyl LPA,PA
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP006627,ELOVL fatty acid elongase 7,Homo sapiens,ELOVL7,Malonyl coenzyme A,3-oxostearoyl-CoA
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP006627,ELOVL fatty acid elongase 7,Homo sapiens,ELOVL7,palmitoyl-CoA,3-oxostearoyl-CoA
R-HSA-548815,ELOVL7 elongates ICS-CoA and Mal-CoA to 3ODC-CoA,LMP006627,ELOVL fatty acid elongase 7,Homo sapiens,ELOVL7,arachidoyl-CoA,3-oxobehenoyl-CoA
R-HSA-548815,ELOVL7 elongates ICS-CoA and Mal-CoA to 3ODC-CoA,LMP006627,ELOVL fatty acid elongase 7,Homo sapiens,ELOVL7,Malonyl coenzyme A,3-oxobehenoyl-CoA
R-HSA-1855153,"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",LMP006541,"calmodulin 1 (phosphorylase kinase, delta)",Homo sapiens,CALM1,"I(1,4,5)P3","I(1,3,4,5)P4"
R-HSA-6786205,KAMKMT transfers 3xCH3 groups from 3xAdoMet to CALM1,LMP006541,"calmodulin 1 (phosphorylase kinase, delta)",Homo sapiens,CALM1,S-adenosylmethionine,S-adenosylhomocysteine
R-HSA-6786205,KAMKMT transfers 3xCH3 groups from 3xAdoMet to CALM1,LMP006541,"calmodulin 1 (phosphorylase kinase, delta)",Homo sapiens,CALM1,Calmodulin,triMe-K115-CALM1
R-HSA-6800334,"MOGAT1,2,3 transfer acyl group from acyl-CoA to 2-acylglycerol to form DAG",LMP003825,monoacylglycerol O-acyltransferase 2,Homo sapiens,MOGAT2,2-acylglycerol(2AG),DAG
R-HSA-6800334,"MOGAT1,2,3 transfer acyl group from acyl-CoA to 2-acylglycerol to form DAG",LMP003825,monoacylglycerol O-acyltransferase 2,Homo sapiens,MOGAT2,acyl-CoA,CoA
R-HSA-192097,7alpha-hydroxycholesterol is oxidized and isomerized to 4-cholesten-7alpha-ol-3-one,LMP001669,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Homo sapiens,HSD3B7,7alpha-hydroxycholesterol,4-cholesten-7alpha-ol-3-one
R-HSA-193789,"Cholest-5-ene-3beta,7alpha,24(S)-triol is oxidized and isomerized to 4-cholesten-7alpha,24(S)-diol-3-one",LMP001669,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Homo sapiens,HSD3B7,"Cholest-5-ene-3beta,7alpha,24(S)-triol","4-cholesten-7alpha,24(S)-diol-3-one"
R-HSA-193816,"Cholest-5-ene-3beta,7alpha,27-triol is oxidized and isomerized to 4-cholesten-7alpha,27-diol-3-one",LMP001669,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",Homo sapiens,HSD3B7,"Cholest-5-ene-3beta,7alpha,27-triol","4-cholesten-7alpha,27-diol-3-one"
R-HSA-1855153,"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",LMP001608,inositol-trisphosphate 3-kinase C,Homo sapiens,ITPKC,"I(1,4,5)P3","I(1,3,4,5)P4"
R-HSA-1482647,2-MAG and DAG are transacylated to TAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,2-MAG,TAG
R-HSA-1482647,2-MAG and DAG are transacylated to TAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,DAG,TAG
R-HSA-1482654,2-MAG is transacylated to DAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,2-MAG,DAG
R-HSA-1482654,2-MAG is transacylated to DAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,2-MAG,Glycerol
R-HSA-1482777,TAG is hydrolyzed to DAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,TAG,DAG
R-HSA-1482777,TAG is hydrolyzed to DAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,TAG,LCFA
R-HSA-1482811,DAG is hydrolyzed to 2-MAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,DAG,2-MAG
R-HSA-1482811,DAG is hydrolyzed to 2-MAG by PNPLA2/3,LMP000231,patatin-like phospholipase domain containing 3,Homo sapiens,PNPLA3,DAG,LCFA
R-HSA-71397,lipo-PDH decarboxylates PYR to Ac-CoA,LMP000701,"pyruvate dehydrogenase complex, component X",Homo sapiens,PDHX,Pyruvate,Acetyl coenzyme A
R-HSA-5695980,ACAD10 dehydrogenates S-2MPDA-CoA,LMP002385,"acyl-CoA dehydrogenase family, member 10",Homo sapiens,ACAD10,S-2-methylpentadecenoyl-CoA,"S-2-methyl-2,3-dehydropentadecenoyl-CoA"
R-HSA-6786650,"DDHD1,2 hydrolyse PA",LMP002241,DDHD domain containing 1,Homo sapiens,DDHD1,PA,1-acyl LPA
R-HSA-6786650,"DDHD1,2 hydrolyse PA",LMP002241,DDHD domain containing 1,Homo sapiens,DDHD1,PA,LCFA
R-HSA-1483089,PE is converted to PS by PTDSS2,LMP001486,phosphatidylserine synthase 2,Homo sapiens,PTDSS2,PE,ethanolamine(ETA)
R-HSA-1483089,PE is converted to PS by PTDSS2,LMP001486,phosphatidylserine synthase 2,Homo sapiens,PTDSS2,PE,PS
R-HSA-428664,sphinganine 1-phosphate + H2O => sphinganine + orthophosphate,LMP006180,sphingosine-1-phosphate phosphatase 1,Homo sapiens,SGPP1,sphinganine 1-phosphate,sphinganine
R-HSA-428701,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - SGPP],LMP006180,sphingosine-1-phosphate phosphatase 1,Homo sapiens,SGPP1,sphinganine 1-phosphate,sphinganine
R-HSA-428701,sphingosine 1-phosphate + H2O => sphingosine + orthophosphate [cytosolic - SGPP],LMP006180,sphingosine-1-phosphate phosphatase 1,Homo sapiens,SGPP1,sphinganine 1-phosphate,orthophosphate
R-HSA-6814132,GDPD5 hydrolyzes GPCho,LMP005682,glycerophosphodiester phosphodiesterase domain containing 5,Homo sapiens,GDPD5,GroPCho,choline
R-HSA-6814132,GDPD5 hydrolyzes GPCho,LMP005682,glycerophosphodiester phosphodiesterase domain containing 5,Homo sapiens,GDPD5,GroPCho,Glycerol-3-phosphate
R-HSA-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PG,1-acyl LPG
R-HSA-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PG,LCFA
R-HSA-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PS,1-acyl LPS
R-HSA-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PS,LCFA
R-HSA-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PI,1-acyl LPI
R-HSA-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PI,LCFA
R-HSA-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PE,1-acyl LPE
R-HSA-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PE,LCFA
R-HSA-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PC,1-acyl LPC
R-HSA-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PC,LCFA
R-HSA-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PA,1-acyl LPA
R-HSA-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP001795,"phospholipase A2, group XIIA",Homo sapiens,PLA2G12A,PA,LCFA
R-HSA-5695957,"ACSBG1,2 ligates CoA-SH to VLCFA, forming VLCFA-CoA",LMP006660,acyl-CoA synthetase bubblegum family member 2,Homo sapiens,ACSBG2,VLCFA,VLCFA-CoA
R-HSA-5695957,"ACSBG1,2 ligates CoA-SH to VLCFA, forming VLCFA-CoA",LMP006660,acyl-CoA synthetase bubblegum family member 2,Homo sapiens,ACSBG2,CoA,VLCFA-CoA
R-HSA-8848338,PNPLA4 hydrolyzes TAG,LMP006764,patatin-like phospholipase domain containing 4,Homo sapiens,PNPLA4,TAG,DAG
R-HSA-8848338,PNPLA4 hydrolyzes TAG,LMP006764,patatin-like phospholipase domain containing 4,Homo sapiens,PNPLA4,TAG,LCFA
R-HSA-8848355,PNPLA4 hydrolyzes retinyl palmitate,LMP006764,patatin-like phospholipase domain containing 4,Homo sapiens,PNPLA4,all-trans-retinyl palmitate,Retinol
R-HSA-8848355,PNPLA4 hydrolyzes retinyl palmitate,LMP006764,patatin-like phospholipase domain containing 4,Homo sapiens,PNPLA4,all-trans-retinyl palmitate,palmitate
R-HSA-8868072,"Clathrin-associated PIK3C2A phosphorylates PI(4)P to PI(3,4)P2",LMP001447,phosphatidylinositol binding clathrin assembly protein,Homo sapiens,PICALM,PI4P,"PI(3,4)P2"
R-HSA-192335,"25(S) THCA-CoA is dehydrogenated to 3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA (THCA-CoA)",LMP000966,"acyl-CoA oxidase 2, branched chain",Homo sapiens,ACOX2,"25(S) 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA","3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"
R-HSA-193369,"25(S) DHCA-CoA is dehydrogenated to 25(S) 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA",LMP000966,"acyl-CoA oxidase 2, branched chain",Homo sapiens,ACOX2,"25(S) 3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA","3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"
R-HSA-389889,"ACOX2:FAD, ACOXL:FAD oxidise (2S)-pristanoyl-CoA to trans-2,3-dehydropristanoyl-CoA",LMP000966,"acyl-CoA oxidase 2, branched chain",Homo sapiens,ACOX2,(2S) Pristanoyl-CoA,"trans-2,3-dehydropristanoyl-CoA"
R-HSA-389891,"(2S)-pristanoyl-CoA + O2 => trans-2,3-dehydropristanoyl-CoA + H2O2 (ACOX3)",LMP001142,"acyl-CoA oxidase 3, pristanoyl",Homo sapiens,ACOX3,(2S)-pristanoyl-CoA,"trans-2,3-dehydropristanoyl-CoA"
R-HSA-2046088,Elongation of stearidonoyl-CoA to eicosatetraenoyl-CoA,LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,Malonyl coenzyme A,"8Z,11Z,14Z,17Z-Eicosatetraenoyl-CoA (ETA-CoA)"
R-HSA-2046088,Elongation of stearidonoyl-CoA to eicosatetraenoyl-CoA,LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,Stearidonoyl-CoA (SDA-CoA),"8Z,11Z,14Z,17Z-Eicosatetraenoyl-CoA (ETA-CoA)"
R-HSA-2046094,Elongation of gamma-lenolenoyl-CoA to dihomo-gamma-lenolenoyl-CoA,LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,gamma-linolenoyl-CoA (GLA-COA),dihomo-gamma-linoloyl CoA
R-HSA-2046094,Elongation of gamma-lenolenoyl-CoA to dihomo-gamma-lenolenoyl-CoA,LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,Malonyl coenzyme A,dihomo-gamma-linoloyl CoA
R-HSA-548800,"ELOVL1,2,3,5 elongate AA-CoA and Mal-CoA to 3ODCT-CoA",LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,arachidonoyl-CoA,"3-oxo-(7,10,13,16)-docosatetraenoyl-CoA"
R-HSA-548800,"ELOVL1,2,3,5 elongate AA-CoA and Mal-CoA to 3ODCT-CoA",LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,Malonyl coenzyme A,"3-oxo-(7,10,13,16)-docosatetraenoyl-CoA"
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,Malonyl coenzyme A,3-oxostearoyl-CoA
R-HSA-548814,"ELOVL3,6,7 elongate PALM-CoA and Mal-CoA to 3OOD-CoA",LMP001872,ELOVL fatty acid elongase 3,Homo sapiens,ELOVL3,palmitoyl-CoA,3-oxostearoyl-CoA
R-HSA-5164399,BCO2:Fe2+ cleaves betaC to APO10al and bION,LMP001211,beta-carotene oxygenase 2,Homo sapiens,BCO2,beta-carotene,all-trans-10'-apo-beta-carotenal
R-HSA-5164399,BCO2:Fe2+ cleaves betaC to APO10al and bION,LMP001211,beta-carotene oxygenase 2,Homo sapiens,BCO2,beta-carotene,beta-ionone
R-HSA-1675773,"PI(3,4)P2 is phosphorylated to PI(3,4,5)P3 by PIP5K1A-C at the plasma membrane",LMP000420,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",Homo sapiens,PIP5K1A,"PI(3,4)P2","PI(3,4,5)P3"
R-HSA-1675810,PI is phosphorylated to PI5P by PIP5K1A/B at the plasma membrane,LMP000420,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",Homo sapiens,PIP5K1A,PI,PI5P
R-HSA-1676082,"PI4P is phosphorylated to PI(4,5)P2 by PIP5K1A-C at the plasma membrane",LMP000420,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",Homo sapiens,PIP5K1A,PI4P,"PI(4,5)P2"
R-HSA-1676134,"PI3P is phosphorylated to PI(3,5)P2 by PIP5K1A/B at the plasma membrane",LMP000420,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",Homo sapiens,PIP5K1A,PI3P,"PI(3,5)P2"
R-HSA-1676145,"PI3P is phosphorylated to PI(3,4)P2 by PIP4K2/5K1 at the plasma membrane",LMP000420,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",Homo sapiens,PIP5K1A,PI3P,"PI(3,4)P2"
R-HSA-1675773,"PI(3,4)P2 is phosphorylated to PI(3,4,5)P3 by PIP5K1A-C at the plasma membrane",LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,"PI(3,4)P2","PI(3,4,5)P3"
R-HSA-1675810,PI is phosphorylated to PI5P by PIP5K1A/B at the plasma membrane,LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,PI,PI5P
R-HSA-1676082,"PI4P is phosphorylated to PI(4,5)P2 by PIP5K1A-C at the plasma membrane",LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,PI4P,"PI(4,5)P2"
R-HSA-1676134,"PI3P is phosphorylated to PI(3,5)P2 by PIP5K1A/B at the plasma membrane",LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,PI3P,"PI(3,5)P2"
R-HSA-1676145,"PI3P is phosphorylated to PI(3,4)P2 by PIP4K2/5K1 at the plasma membrane",LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,PI3P,"PI(3,4)P2"
R-HSA-3772436,"DVL-associated PIP5K1B phosphorylates PI4P to PI(4,5)P2",LMP004765,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",Homo sapiens,PIP5K1B,PI4P,"PI(4,5)P2"
R-HSA-1675776,"PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers at the plasma membrane",LMP002069,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",Homo sapiens,PIP4K2B,PI5P,"PI(4,5)P2"
R-HSA-1676145,"PI3P is phosphorylated to PI(3,4)P2 by PIP4K2/5K1 at the plasma membrane",LMP002069,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",Homo sapiens,PIP4K2B,PI3P,"PI(3,4)P2"
R-HSA-6811522,"PI5P is phosphorylated to PI(4,5)P2 by PIP4K2 dimers in the nucleus",LMP002069,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",Homo sapiens,PIP4K2B,PI5P,"PI(4,5)P2"
R-HSA-1482778,CL is hydrolyzed to MLCL by PLA2G6 (IM),LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,cardiolipin,MLCL(2-monolysocardiolipin)
R-HSA-1482778,CL is hydrolyzed to MLCL by PLA2G6 (IM),LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,cardiolipin,LCFA
R-HSA-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,1-acyl LPC
R-HSA-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,LCFA
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PE,1-acyl LPE
R-HSA-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PE,LCFA
R-HSA-2029475,Production of AA by iPLA2 upon FCGR activation,LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,LPC
R-HSA-2029475,Production of AA by iPLA2 upon FCGR activation,LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,FA(20:4)(ARA)
R-HSA-8848484,PLA2s hydrolyze phospholipids at the Golgi membrane,LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,2-lysophosphatidylcholine
R-HSA-8848484,PLA2s hydrolyze phospholipids at the Golgi membrane,LMP001473,"phospholipase A2, group VI (cytosolic, calcium-independent)",Homo sapiens,PLA2G6,PC,FA
R-HSA-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PG,1-acyl LPG
R-HSA-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PG,LCFA
R-HSA-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PS,1-acyl LPS
R-HSA-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PS,LCFA
R-HSA-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PI,1-acyl LPI
R-HSA-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PI,LCFA
R-HSA-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PE,1-acyl LPE
R-HSA-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PE,LCFA
R-HSA-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PC,1-acyl LPC
R-HSA-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PC,LCFA
R-HSA-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PA,1-acyl LPA
R-HSA-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP002796,"phospholipase A2, group X",Homo sapiens,PLA2G10,PA,LCFA
R-HSA-5695989,ACAD11 dehydrogenates BH-CoA,LMP002300,"acyl-CoA dehydrogenase family, member 11",Homo sapiens,ACAD11,behenoyl-CoA,"2,3-dehydrobehenoyl-CoA"
R-HSA-390425,FAR1 reduces PalmCoA to HXOL,LMP004290,fatty acyl CoA reductase 1,Homo sapiens,FAR1,palmitoyl-CoA,Hexadecanol
R-HSA-2162188,MDMQ10H2 is methylated to DMQ10H2 by COQ5,LMP005934,"coenzyme Q5 homolog, methyltransferase (S. cerevisiae)",Homo sapiens,COQ5,SAM,SAH
R-HSA-2162188,MDMQ10H2 is methylated to DMQ10H2 by COQ5,LMP005934,"coenzyme Q5 homolog, methyltransferase (S. cerevisiae)",Homo sapiens,COQ5,2-decaprenyl-6-methoxyhydroquinone,2-decaprenyl-6-methoxy-3-methylhydroquinone
R-HSA-8876696,"SOAT1,2 transfer acyl group to CHOL forming CHEST",LMP001184,sterol O-acyltransferase 2,Homo sapiens,SOAT2,acyl-CoA,CoA
R-HSA-8876696,"SOAT1,2 transfer acyl group to CHOL forming CHEST",LMP001184,sterol O-acyltransferase 2,Homo sapiens,SOAT2,cholesterol,cholesterol ester
R-HSA-1483002,DHAP is converted to 1-acyl GO3P by GNPAT,LMP001078,glyceronephosphate O-acyltransferase,Homo sapiens,GNPAT,glycerone phosphate,O-hexadecylglycerone phosphate
R-HSA-390427,1-palmitoylglycerone phosphate + hexadecanol => O-hexadecylglycerone phosphate + palmitate,LMP001078,glyceronephosphate O-acyltransferase,Homo sapiens,GNPAT,1-palmitoylglycerone phosphate,O-hexadecylglycerone phosphate
R-HSA-390427,1-palmitoylglycerone phosphate + hexadecanol => O-hexadecylglycerone phosphate + palmitate,LMP001078,glyceronephosphate O-acyltransferase,Homo sapiens,GNPAT,hexadecanol,palmitate
R-HSA-75879,palmitoyl-CoA + DHAP => 1-palmitoylglycerone phosphate + CoASH,LMP001078,glyceronephosphate O-acyltransferase,Homo sapiens,GNPAT,glycerone phosphate,Palmitoylglycerone phosphate
