"subclass","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","QC-1","QC-2","QC-3","QC-4","QC-5","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8"
"TG(65:1)",1.4e+07,2.3e+07,1.6e+07,2e+07,1.1e+07,1.2e+07,2.1e+07,1.6e+07,1.6e+07,1.5e+07,1.1e+07,1e+07,1.6e+07,8815458,8983053,8132459,8921560,1.1e+07,5344459,6742835,7945365
"TG(65:2)",5.2e+07,5.1e+07,5e+07,6.9e+07,4.4e+07,4.4e+07,6.8e+07,5.9e+07,4.9e+07,5.4e+07,4.7e+07,5.6e+07,4.7e+07,2.7e+07,4.8e+07,4.3e+07,4.2e+07,4.7e+07,2.2e+07,3.2e+07,4.7e+07
"TG(65:3)",8e+07,7.2e+07,8.3e+07,1.1e+08,7.5e+07,7.5e+07,1.1e+08,8.2e+07,7.6e+07,8.1e+07,7.8e+07,8.5e+07,8.3e+07,6.4e+07,8.6e+07,7.8e+07,6.6e+07,7.7e+07,6.1e+07,5.1e+07,8.3e+07
"TG(65:4)",5.8e+07,3.8e+07,4.3e+07,7e+07,3.4e+07,3.8e+07,5.1e+07,4e+07,6.1e+07,4.3e+07,5.2e+07,4.3e+07,6.1e+07,3.1e+07,3.8e+07,3.8e+07,3.8e+07,4.6e+07,2.8e+07,2.8e+07,4.6e+07
"TG(65:5)",2.1e+07,1.9e+07,2e+07,2.4e+07,2.1e+07,1.8e+07,2.9e+07,2.1e+07,2.2e+07,2.9e+07,2.1e+07,2.6e+07,2e+07,1.5e+07,2.4e+07,2.2e+07,1.9e+07,2.1e+07,1.8e+07,1.3e+07,2.4e+07
"TG(66:1)",3.3e+07,5e+07,3.3e+07,5e+07,2.2e+07,2.6e+07,4.3e+07,3.3e+07,3.2e+07,3.2e+07,2.5e+07,2.3e+07,3.1e+07,1.8e+07,1.9e+07,1.7e+07,2e+07,2.6e+07,1.3e+07,1.5e+07,1.6e+07
"TG(66:2)",1.5e+08,1.6e+08,1.3e+08,1.7e+08,1.2e+08,1.2e+08,1.7e+08,1.3e+08,1.3e+08,1.3e+08,1.2e+08,1.4e+08,1.3e+08,9.9e+07,1.2e+08,1.1e+08,1e+08,1.1e+08,8.6e+07,7.9e+07,1.2e+08
"TG(66:3)",2.83e+08,3.01e+08,2.84e+08,3.41e+08,2.39e+08,2.52e+08,3.57e+08,2.93e+08,2.67e+08,3.15e+08,2.47e+08,2.96e+08,2.58e+08,1.99e+08,2.95e+08,2.28e+08,2.62e+08,2.58e+08,2.08e+08,1.76e+08,2.69e+08
"TG(66:4)",1.3e+08,1.3e+08,1.1e+08,1.5e+08,1.1e+08,1.1e+08,1.7e+08,1.2e+08,1.2e+08,1.4e+08,1.2e+08,1.4e+08,1.1e+08,8.2e+07,1.2e+08,1.1e+08,1.1e+08,1.3e+08,8.3e+07,8.4e+07,1.7e+08
"TG(66:5)",7.9e+07,8.4e+07,7.5e+07,8.7e+07,6.7e+07,6.9e+07,9.2e+07,6.9e+07,7.6e+07,7.6e+07,6.9e+07,6.6e+07,8e+07,5.9e+07,8.2e+07,7.4e+07,7.2e+07,7.3e+07,7e+07,6.3e+07,8e+07
"TG(67:1)",7999251,1.2e+07,8298908,1e+07,4928961,6622362,1.2e+07,7609540,7614648,7676692,6262440,4185483,7503571,2232968,4143420,2660144,1798313,6815794,1980814,2799067,2154917
"TG(67:2)",4.4e+07,4.7e+07,4.8e+07,6.6e+07,4e+07,4.2e+07,6e+07,5e+07,4.6e+07,4.7e+07,4.2e+07,4.7e+07,4.4e+07,3.4e+07,4.2e+07,3.6e+07,3.6e+07,3.7e+07,2.8e+07,2.8e+07,4.3e+07
"TG(67:3)",9.3e+07,8.5e+07,8.7e+07,1.1e+08,7.9e+07,7.4e+07,1.3e+08,1e+08,8.8e+07,8.8e+07,9.2e+07,9.6e+07,8.2e+07,6.9e+07,8.2e+07,8.2e+07,7.3e+07,7.8e+07,6.1e+07,5.7e+07,8.4e+07
"TG(67:4)",6.4e+07,7.9e+07,5.4e+07,8.2e+07,5.2e+07,6.1e+07,9.4e+07,5.4e+07,6e+07,6.3e+07,5.6e+07,7.4e+07,6.3e+07,4.4e+07,6.1e+07,6e+07,6.2e+07,5.9e+07,5.3e+07,4.4e+07,7.5e+07
"TG(67:5)",3.1e+07,2.9e+07,3.2e+07,3.7e+07,3e+07,2.6e+07,5e+07,2.9e+07,3.4e+07,3.1e+07,3.3e+07,3.7e+07,3.7e+07,2.7e+07,3.9e+07,3.4e+07,2.7e+07,2.9e+07,2.8e+07,2.2e+07,3.2e+07
"TG(68:1)",1.2e+07,2.3e+07,1.2e+07,1.7e+07,7558992,9570829,1.8e+07,1.1e+07,1.2e+07,1.2e+07,9255408,7140718,1.3e+07,4899485,7951444,6184717,5513256,8645682,3443531,5275439,5536300
"TG(68:2)",1.1e+08,1e+08,9.8e+07,1.4e+08,9e+07,8e+07,1.4e+08,9.8e+07,9.3e+07,9e+07,9.2e+07,9.8e+07,8.7e+07,7e+07,8.1e+07,7.2e+07,6.9e+07,8.2e+07,6.1e+07,6e+07,8.1e+07
"TG(68:3)",2.3e+08,2.4e+08,2.2e+08,2.9e+08,2.1e+08,2e+08,3.1e+08,2.1e+08,2.2e+08,2.2e+08,2.1e+08,2.2e+08,2.2e+08,1.7e+08,2e+08,1.9e+08,1.7e+08,1.8e+08,1.5e+08,1.4e+08,2.2e+08
"TG(68:4)",2.17e+08,2.28e+08,2.38e+08,3e+08,1.91e+08,2.31e+08,3.13e+08,2.22e+08,186483331,2.35e+08,2.27e+08,2.45e+08,2.42e+08,1.82e+08,2.5e+08,2.04e+08,2.18e+08,2.13e+08,1.7e+08,1.78e+08,2.38e+08
"TG(68:5)",1.1e+08,9.7e+07,9.5e+07,1.3e+08,9.8e+07,9.4e+07,1.5e+08,9.4e+07,1.2e+08,1.1e+08,1e+08,1.2e+08,1.1e+08,8.5e+07,1.2e+08,9.7e+07,1e+08,9.4e+07,8.8e+07,7.1e+07,1e+08
"TG(68:6)",2e+07,1.6e+07,9597918,2.3e+07,8660976,1.8e+07,2.3e+07,1.2e+07,1.7e+07,1.4e+07,1.8e+07,1.7e+07,1.3e+07,1.3e+07,1.5e+07,1.7e+07,2e+07,1.8e+07,1.1e+07,1.1e+07,2.1e+07
"TG(69:2)",2e+07,2.6e+07,2.1e+07,2.9e+07,2.1e+07,1.2e+07,3.2e+07,1.9e+07,1.9e+07,2e+07,2.1e+07,1.8e+07,1.9e+07,1.3e+07,1.6e+07,1.5e+07,1.2e+07,1.8e+07,1.3e+07,1.1e+07,1.6e+07
"TG(69:3)",5.7e+07,5.6e+07,6.1e+07,8.6e+07,5.4e+07,5.5e+07,8.2e+07,5.7e+07,5.8e+07,6.1e+07,5.8e+07,6.7e+07,5.9e+07,4.1e+07,6e+07,4.4e+07,5.2e+07,5.2e+07,4.1e+07,3.9e+07,5.7e+07
"TG(69:4)",8.2e+07,7e+07,7.7e+07,9.4e+07,6.3e+07,6.6e+07,1.2e+08,7.5e+07,6.8e+07,6.9e+07,8e+07,8e+07,6.8e+07,5e+07,7.1e+07,6e+07,6.6e+07,6.4e+07,5.9e+07,4.5e+07,7.4e+07
"TG(69:5)",3.9e+07,3.5e+07,4.4e+07,4.9e+07,3.9e+07,4e+07,6.4e+07,4.1e+07,4.5e+07,4.4e+07,4.5e+07,4.6e+07,4.2e+07,3.1e+07,4.6e+07,4.3e+07,3.6e+07,3.8e+07,3.8e+07,3.1e+07,4.1e+07
"TG(70:2)",3.4e+07,3.9e+07,3.1e+07,4.2e+07,3.1e+07,1.9e+07,4.6e+07,3e+07,3e+07,2.7e+07,2.9e+07,2.9e+07,2.8e+07,2e+07,2.3e+07,2.1e+07,1.9e+07,2.5e+07,1.7e+07,1.7e+07,2.6e+07
"TG(70:3)",1.2e+08,1.2e+08,1.2e+08,1.7e+08,1e+08,9.5e+07,1.8e+08,1.1e+08,1.1e+08,1.1e+08,1.1e+08,1.2e+08,1.1e+08,7.8e+07,9.9e+07,8.1e+07,8.1e+07,9.7e+07,7.6e+07,7.3e+07,9.6e+07
"TG(70:4)",1.8e+08,1.9e+08,1.8e+08,2.1e+08,1.6e+08,1.5e+08,2.8e+08,1.6e+08,1.8e+08,1.7e+08,1.7e+08,1.8e+08,1.7e+08,1.1e+08,1.7e+08,1.6e+08,1.4e+08,1.4e+08,1.3e+08,1.1e+08,1.7e+08
"TG(70:5)",1.1e+08,9.5e+07,1.1e+08,1.3e+08,8.9e+07,1e+08,1.6e+08,1.1e+08,1e+08,9.9e+07,1e+08,1.1e+08,9.8e+07,7.6e+07,1.1e+08,1e+08,9e+07,8.6e+07,8.7e+07,6.3e+07,1e+08
"TG(70:6)",1.2e+07,1.8e+07,1.9e+07,2.3e+07,2e+07,1.2e+07,3e+07,1.8e+07,1.3e+07,2.2e+07,1.5e+07,1.5e+07,2e+07,1.2e+07,2.1e+07,1.6e+07,1.7e+07,1.6e+07,1e+07,1.3e+07,1.5e+07
"TG(71:3)",2e+07,2.1e+07,2.1e+07,2.9e+07,1.4e+07,3.1e+07,3e+07,1.8e+07,1.7e+07,3.6e+07,1.7e+07,1.8e+07,1.9e+07,1.1e+07,1.8e+07,1.6e+07,1.2e+07,1.4e+07,1e+07,1.1e+07,1.9e+07
"TG(71:4)",2.7e+07,2.7e+07,2.8e+07,3.8e+07,2.7e+07,2.3e+07,4.6e+07,3e+07,2.7e+07,2.5e+07,3e+07,2.8e+07,2.5e+07,1.8e+07,2.5e+07,2.2e+07,2.3e+07,2.2e+07,1.5e+07,1.8e+07,2.9e+07
"TG(71:5)",1.4e+07,1.4e+07,1.7e+07,1.9e+07,1.3e+07,1.6e+07,2.7e+07,1.6e+07,1.5e+07,1.7e+07,1.5e+07,1.8e+07,1.7e+07,1.3e+07,1.7e+07,1.5e+07,1.2e+07,1.3e+07,1.4e+07,1e+07,1.5e+07
"TG(72:3)",2.6e+07,2.9e+07,2.4e+07,3.7e+07,2.6e+07,1.6e+07,3.8e+07,2.4e+07,2.5e+07,2.3e+07,2.4e+07,2.6e+07,2.3e+07,1.7e+07,1.9e+07,1.8e+07,1.8e+07,1.9e+07,1.4e+07,1.5e+07,2.3e+07
"TG(72:4)",4.3e+07,4.2e+07,4.1e+07,5.7e+07,3.9e+07,3.5e+07,6.8e+07,4e+07,4e+07,3.9e+07,4.2e+07,4.3e+07,3.9e+07,2.8e+07,4e+07,3.2e+07,3.1e+07,3.4e+07,2.9e+07,2.6e+07,3.5e+07
"TG(72:5)",2.6e+07,2.5e+07,2.9e+07,3.7e+07,2.7e+07,2.7e+07,4.3e+07,2.5e+07,2.8e+07,3.1e+07,2.6e+07,2.7e+07,2.6e+07,2.1e+07,2.8e+07,2.2e+07,2e+07,2.2e+07,1.9e+07,1.5e+07,2.7e+07
